Time,0x180601fd_0_1
11-29-2022_15.01.53,31004
11-29-2022_15.01.53,29759
11-29-2022_15.01.53,28638
11-29-2022_15.01.53,32125
11-29-2022_15.01.53,33494
11-29-2022_15.01.53,34366
11-29-2022_15.01.53,34117
11-29-2022_15.01.53,34988
11-29-2022_15.01.53,33868
11-29-2022_15.01.54,32623
11-29-2022_15.01.54,30257
11-29-2022_15.01.54,30879
11-29-2022_15.01.54,30381
11-29-2022_15.01.54,37230
11-29-2022_15.01.54,50552
11-29-2022_15.01.54,57898
11-29-2022_15.01.54,49930
11-29-2022_15.01.54,49058
11-29-2022_15.01.55,48809
11-29-2022_15.01.55,47066
11-29-2022_15.01.55,45323
11-29-2022_15.01.55,34988
11-29-2022_15.01.55,28389
11-29-2022_15.01.55,25899
11-29-2022_15.01.55,35486
11-29-2022_15.01.55,51050
11-29-2022_15.01.55,49681
11-29-2022_15.01.55,45821
11-29-2022_15.01.56,52420
11-29-2022_15.01.56,50054
11-29-2022_15.01.56,57774
11-29-2022_15.01.56,61634
11-29-2022_15.01.56,62381
11-29-2022_15.01.56,1210
11-29-2022_15.01.56,64249
11-29-2022_15.01.56,62879
11-29-2022_15.01.56,63252
11-29-2022_15.01.56,64498
11-29-2022_15.01.57,62754
11-29-2022_15.01.57,63875
11-29-2022_15.01.57,65245
11-29-2022_15.01.57,836
11-29-2022_15.01.57,63750
11-29-2022_15.01.57,59268
11-29-2022_15.01.57,60264
11-29-2022_15.01.57,60887
11-29-2022_15.01.57,60887
11-29-2022_15.01.57,61883
11-29-2022_15.01.57,62132
11-29-2022_15.01.58,61509
11-29-2022_15.01.58,61136
11-29-2022_15.01.58,61385
11-29-2022_15.01.58,61011
11-29-2022_15.01.58,60638
11-29-2022_15.01.58,60887
11-29-2022_15.01.58,60513
11-29-2022_15.01.58,59766
11-29-2022_15.01.58,58895
11-29-2022_15.01.58,60513
11-29-2022_15.01.59,61634
11-29-2022_15.01.59,62381
11-29-2022_15.01.59,62505
11-29-2022_15.01.59,60015
11-29-2022_15.01.59,58646
11-29-2022_15.01.59,59393
11-29-2022_15.01.59,60389
11-29-2022_15.01.59,61634
11-29-2022_15.01.59,64249
11-29-2022_15.01.59,64996
11-29-2022_15.02.00,64124
11-29-2022_15.02.00,65245
11-29-2022_15.02.00,1459
11-29-2022_15.02.00,3949
11-29-2022_15.02.00,5070
11-29-2022_15.02.00,4074
11-29-2022_15.02.00,1832
11-29-2022_15.02.00,1085
11-29-2022_15.02.00,338
11-29-2022_15.02.00,961
11-29-2022_15.02.01,961
11-29-2022_15.02.01,463
11-29-2022_15.02.01,712
11-29-2022_15.02.01,463
11-29-2022_15.02.01,65120
11-29-2022_15.02.01,89
11-29-2022_15.02.01,64373
11-29-2022_15.02.01,64373
11-29-2022_15.02.01,338
11-29-2022_15.02.01,587
11-29-2022_15.02.02,64498
11-29-2022_15.02.02,58770
11-29-2022_15.02.02,48187
11-29-2022_15.02.02,48187
11-29-2022_15.02.02,46692
11-29-2022_15.02.02,47066
11-29-2022_15.02.02,48809
11-29-2022_15.02.02,47813
11-29-2022_15.02.02,46070
11-29-2022_15.02.02,46070
11-29-2022_15.02.03,46817
11-29-2022_15.02.03,41961
11-29-2022_15.02.03,41961
11-29-2022_15.02.03,43331
11-29-2022_15.02.03,43082
11-29-2022_15.02.03,42833
11-29-2022_15.02.03,44078
11-29-2022_15.02.03,45572
11-29-2022_15.02.03,46070
11-29-2022_15.02.03,46070
11-29-2022_15.02.04,48436
11-29-2022_15.02.04,49930
11-29-2022_15.02.04,50801
11-29-2022_15.02.04,50926
11-29-2022_15.02.04,50428
11-29-2022_15.02.04,50926
11-29-2022_15.02.04,50801
11-29-2022_15.02.04,51175
11-29-2022_15.02.04,50801
11-29-2022_15.02.04,54412
11-29-2022_15.02.05,57027
11-29-2022_15.02.05,56155
11-29-2022_15.02.05,56155
11-29-2022_15.02.05,56280
11-29-2022_15.02.05,56653
11-29-2022_15.02.05,56653
11-29-2022_15.02.05,56529
11-29-2022_15.02.05,56280
11-29-2022_15.02.05,56280
11-29-2022_15.02.05,56155
11-29-2022_15.02.06,61011
11-29-2022_15.02.06,64747
11-29-2022_15.02.06,62505
11-29-2022_15.02.06,62630
11-29-2022_15.02.06,63003
11-29-2022_15.02.06,62007
11-29-2022_15.02.06,61136
11-29-2022_15.02.06,61011
11-29-2022_15.02.06,63750
11-29-2022_15.02.06,63377
11-29-2022_15.02.07,59642
11-29-2022_15.02.07,59268
11-29-2022_15.02.07,62505
11-29-2022_15.02.07,4198
11-29-2022_15.02.07,4572
11-29-2022_15.02.07,4323
11-29-2022_15.02.07,4074
11-29-2022_15.02.07,3575
11-29-2022_15.02.07,4323
11-29-2022_15.02.07,4323
11-29-2022_15.02.08,4074
11-29-2022_15.02.08,5070
11-29-2022_15.02.08,5568
11-29-2022_15.02.08,4198
11-29-2022_15.02.08,4572
11-29-2022_15.02.08,4447
11-29-2022_15.02.08,3575
11-29-2022_15.02.08,2206
11-29-2022_15.02.08,1708
11-29-2022_15.02.08,836
11-29-2022_15.02.09,52544
11-29-2022_15.02.09,49183
11-29-2022_15.02.09,50303
11-29-2022_15.02.09,41961
11-29-2022_15.02.09,40093
11-29-2022_15.02.09,37977
11-29-2022_15.02.09,39720
11-29-2022_15.02.09,40716
11-29-2022_15.02.09,38724
11-29-2022_15.02.09,39720
11-29-2022_15.02.10,47066
11-29-2022_15.02.10,49432
11-29-2022_15.02.10,49681
11-29-2022_15.02.10,51050
11-29-2022_15.02.10,54163
11-29-2022_15.02.10,53790
11-29-2022_15.02.10,53042
11-29-2022_15.02.10,53042
11-29-2022_15.02.10,51548
11-29-2022_15.02.10,51673
11-29-2022_15.02.11,51673
11-29-2022_15.02.11,51175
11-29-2022_15.02.11,50801
11-29-2022_15.02.11,50179
11-29-2022_15.02.11,49805
11-29-2022_15.02.11,49058
11-29-2022_15.02.11,49432
11-29-2022_15.02.11,50054
11-29-2022_15.02.11,51175
11-29-2022_15.02.11,50179
11-29-2022_15.02.12,49930
11-29-2022_15.02.12,50428
11-29-2022_15.02.12,51175
11-29-2022_15.02.12,53042
11-29-2022_15.02.12,53292
11-29-2022_15.02.12,53292
11-29-2022_15.02.12,53292
11-29-2022_15.02.12,53292
11-29-2022_15.02.12,53167
11-29-2022_15.02.12,54288
11-29-2022_15.02.13,58396
11-29-2022_15.02.13,59891
11-29-2022_15.02.13,62007
11-29-2022_15.02.13,62505
11-29-2022_15.02.13,60140
11-29-2022_15.02.13,58521
11-29-2022_15.02.13,59268
11-29-2022_15.02.13,60264
11-29-2022_15.02.13,60140
11-29-2022_15.02.13,58521
11-29-2022_15.02.14,58895
11-29-2022_15.02.14,59517
11-29-2022_15.02.14,55782
11-29-2022_15.02.14,52793
11-29-2022_15.02.14,46319
11-29-2022_15.02.14,48685
11-29-2022_15.02.14,49183
11-29-2022_15.02.14,48685
11-29-2022_15.02.14,48809
11-29-2022_15.02.14,49183
11-29-2022_15.02.15,49183
11-29-2022_15.02.15,49058
11-29-2022_15.02.15,60264
11-29-2022_15.02.15,62754
11-29-2022_15.02.15,57649
11-29-2022_15.02.15,53167
11-29-2022_15.02.15,58895
11-29-2022_15.02.15,62381
11-29-2022_15.02.15,61634
11-29-2022_15.02.15,60140
11-29-2022_15.02.16,59268
11-29-2022_15.02.16,58396
11-29-2022_15.02.16,58396
11-29-2022_15.02.16,47564
11-29-2022_15.02.16,46692
11-29-2022_15.02.16,58023
11-29-2022_15.02.16,59144
11-29-2022_15.02.16,57151
11-29-2022_15.02.16,57774
11-29-2022_15.02.16,58646
11-29-2022_15.02.17,59019
11-29-2022_15.02.17,59268
11-29-2022_15.02.17,59268
11-29-2022_15.02.17,58895
11-29-2022_15.02.17,58895
11-29-2022_15.02.17,58770
11-29-2022_15.02.17,58646
11-29-2022_15.02.17,58272
11-29-2022_15.02.17,58023
11-29-2022_15.02.17,54786
11-29-2022_15.02.18,46194
11-29-2022_15.02.18,27891
11-29-2022_15.02.18,28887
11-29-2022_15.02.18,27393
11-29-2022_15.02.18,33743
11-29-2022_15.02.18,40840
11-29-2022_15.02.18,42957
11-29-2022_15.02.18,42210
11-29-2022_15.02.18,35362
11-29-2022_15.02.18,37105
11-29-2022_15.02.19,38973
11-29-2022_15.02.19,38350
11-29-2022_15.02.19,36980
11-29-2022_15.02.19,35735
11-29-2022_15.02.19,35113
11-29-2022_15.02.19,31502
11-29-2022_15.02.19,27269
11-29-2022_15.02.19,41836
11-29-2022_15.02.19,48934
11-29-2022_15.02.19,44949
11-29-2022_15.02.20,43206
11-29-2022_15.02.20,44327
11-29-2022_15.02.20,45074
11-29-2022_15.02.20,43829
11-29-2022_15.02.20,43704
11-29-2022_15.02.20,48311
11-29-2022_15.02.20,51922
11-29-2022_15.02.20,48809
11-29-2022_15.02.20,49432
11-29-2022_15.02.20,48809
11-29-2022_15.02.21,48809
11-29-2022_15.02.21,55035
11-29-2022_15.02.21,57151
11-29-2022_15.02.21,56280
11-29-2022_15.02.21,52793
11-29-2022_15.02.21,54039
11-29-2022_15.02.21,60140
11-29-2022_15.02.21,61011
11-29-2022_15.02.21,58396
11-29-2022_15.02.21,61136
11-29-2022_15.02.22,62505
11-29-2022_15.02.22,62381
11-29-2022_15.02.22,463
11-29-2022_15.02.22,1334
11-29-2022_15.02.22,1210
11-29-2022_15.02.22,1708
11-29-2022_15.02.22,1085
11-29-2022_15.02.22,214
11-29-2022_15.02.22,1085
11-29-2022_15.02.22,3077
11-29-2022_15.02.23,2704
11-29-2022_15.02.23,1459
11-29-2022_15.02.23,64996
11-29-2022_15.02.23,64000
11-29-2022_15.02.23,63750
11-29-2022_15.02.23,63252
11-29-2022_15.02.23,62630
11-29-2022_15.02.23,62879
11-29-2022_15.02.23,63252
11-29-2022_15.02.23,63501
11-29-2022_15.02.24,61136
11-29-2022_15.02.24,60015
11-29-2022_15.02.24,62132
11-29-2022_15.02.24,62879
11-29-2022_15.02.24,62007
11-29-2022_15.02.24,61136
11-29-2022_15.02.24,61385
11-29-2022_15.02.24,61883
11-29-2022_15.02.24,62879
11-29-2022_15.02.24,63252
11-29-2022_15.02.25,48560
11-29-2022_15.02.25,24031
11-29-2022_15.02.25,15066
11-29-2022_15.02.25,14070
11-29-2022_15.02.25,27144
11-29-2022_15.02.25,28763
11-29-2022_15.02.25,25650
11-29-2022_15.02.25,22786
11-29-2022_15.02.25,25899
11-29-2022_15.02.25,26521
11-29-2022_15.02.26,23782
11-29-2022_15.02.26,25899
11-29-2022_15.02.26,26272
11-29-2022_15.02.26,24405
11-29-2022_15.02.26,26148
11-29-2022_15.02.26,26148
11-29-2022_15.02.26,25774
11-29-2022_15.02.26,26272
11-29-2022_15.02.26,26023
11-29-2022_15.02.26,32623
11-29-2022_15.02.27,32996
11-29-2022_15.02.27,32249
11-29-2022_15.02.27,33619
11-29-2022_15.02.27,34117
11-29-2022_15.02.27,34117
11-29-2022_15.02.27,34241
11-29-2022_15.02.27,34739
11-29-2022_15.02.27,34117
11-29-2022_15.02.27,34366
11-29-2022_15.02.27,35113
11-29-2022_15.02.28,34241
11-29-2022_15.02.28,34615
11-29-2022_15.02.28,34615
11-29-2022_15.02.28,32996
11-29-2022_15.02.28,29261
11-29-2022_15.02.28,33743
11-29-2022_15.02.28,36607
11-29-2022_15.02.28,37977
11-29-2022_15.02.28,38101
11-29-2022_15.02.29,37977
11-29-2022_15.02.29,38724
11-29-2022_15.02.29,40218
11-29-2022_15.02.29,39720
11-29-2022_15.02.29,39595
11-29-2022_15.02.29,40093
11-29-2022_15.02.29,38724
11-29-2022_15.02.29,39222
11-29-2022_15.02.29,39844
11-29-2022_15.02.30,39720
11-29-2022_15.02.30,40093
11-29-2022_15.02.30,41961
11-29-2022_15.02.30,41338
11-29-2022_15.02.30,43082
11-29-2022_15.02.30,43953
11-29-2022_15.02.30,43704
11-29-2022_15.02.30,45447
11-29-2022_15.02.30,45821
11-29-2022_15.02.31,46070
11-29-2022_15.02.31,45821
11-29-2022_15.02.31,44949
11-29-2022_15.02.31,44949
11-29-2022_15.02.31,45821
11-29-2022_15.02.31,45696
11-29-2022_15.02.31,43331
11-29-2022_15.02.31,41836
11-29-2022_15.02.31,33992
11-29-2022_15.02.32,23409
11-29-2022_15.02.32,16934
11-29-2022_15.02.32,23160
11-29-2022_15.02.32,19300
11-29-2022_15.02.32,18055
11-29-2022_15.02.32,19424
11-29-2022_15.02.32,19424
11-29-2022_15.02.32,18677
11-29-2022_15.02.32,18553
11-29-2022_15.02.33,18802
11-29-2022_15.02.33,18926
11-29-2022_15.02.33,18802
11-29-2022_15.02.33,19175
11-29-2022_15.02.33,18677
11-29-2022_15.02.33,18926
11-29-2022_15.02.33,18926
11-29-2022_15.02.33,18926
11-29-2022_15.02.33,18553
11-29-2022_15.02.34,18428
11-29-2022_15.02.34,19300
11-29-2022_15.02.34,18428
11-29-2022_15.02.34,18802
11-29-2022_15.02.34,18677
11-29-2022_15.02.34,18553
11-29-2022_15.02.34,19798
11-29-2022_15.02.34,24156
11-29-2022_15.02.34,27144
11-29-2022_15.02.34,24280
11-29-2022_15.02.35,23533
11-29-2022_15.02.35,24903
11-29-2022_15.02.35,24280
11-29-2022_15.02.35,24031
11-29-2022_15.02.35,24654
11-29-2022_15.02.35,25027
11-29-2022_15.02.35,23782
11-29-2022_15.02.35,36980
11-29-2022_15.02.35,46194
11-29-2022_15.02.35,5070
11-29-2022_15.02.36,2828
11-29-2022_15.02.36,53790
11-29-2022_15.02.36,53292
11-29-2022_15.02.36,55782
11-29-2022_15.02.36,50303
11-29-2022_15.02.36,43455
11-29-2022_15.02.36,42210
11-29-2022_15.02.36,39844
11-29-2022_15.02.36,38724
11-29-2022_15.02.36,38475
11-29-2022_15.02.37,37603
11-29-2022_15.02.37,37105
11-29-2022_15.02.37,36358
11-29-2022_15.02.37,35611
11-29-2022_15.02.37,36233
11-29-2022_15.02.37,35860
11-29-2022_15.02.37,36482
11-29-2022_15.02.37,36358
11-29-2022_15.02.37,35984
11-29-2022_15.02.37,35984
11-29-2022_15.02.38,35735
11-29-2022_15.02.38,35735
11-29-2022_15.02.38,35611
11-29-2022_15.02.38,35984
11-29-2022_15.02.38,35860
11-29-2022_15.02.38,35611
11-29-2022_15.02.38,35860
11-29-2022_15.02.38,35735
11-29-2022_15.02.38,35984
11-29-2022_15.02.39,35611
11-29-2022_15.02.39,35237
11-29-2022_15.02.39,35486
11-29-2022_15.02.39,35735
11-29-2022_15.02.39,35735
11-29-2022_15.02.39,35362
11-29-2022_15.02.39,35611
11-29-2022_15.02.39,35735
11-29-2022_15.02.39,35984
11-29-2022_15.02.40,35860
11-29-2022_15.02.40,35611
11-29-2022_15.02.40,35611
11-29-2022_15.02.40,35611
11-29-2022_15.02.40,35984
11-29-2022_15.02.40,35735
11-29-2022_15.02.40,35486
11-29-2022_15.02.40,35611
11-29-2022_15.02.40,35486
11-29-2022_15.02.40,35611
11-29-2022_15.02.41,35362
11-29-2022_15.02.41,35113
11-29-2022_15.02.41,35486
11-29-2022_15.02.41,35362
11-29-2022_15.02.41,35860
11-29-2022_15.02.41,35362
11-29-2022_15.02.41,35237
11-29-2022_15.02.41,35237
11-29-2022_15.02.41,35362
11-29-2022_15.02.41,35611
11-29-2022_15.02.42,35486
11-29-2022_15.02.42,35237
11-29-2022_15.02.42,35113
11-29-2022_15.02.42,35113
11-29-2022_15.02.42,35486
11-29-2022_15.02.42,35486
11-29-2022_15.02.42,35113
11-29-2022_15.02.42,35237
11-29-2022_15.02.42,35113
11-29-2022_15.02.42,35362
11-29-2022_15.02.43,35113
11-29-2022_15.02.43,34864
11-29-2022_15.02.43,35113
11-29-2022_15.02.43,34988
11-29-2022_15.02.43,35237
11-29-2022_15.02.43,35611
11-29-2022_15.02.43,35113
11-29-2022_15.02.43,29634
11-29-2022_15.02.43,12203
11-29-2022_15.02.43,20296
11-29-2022_15.02.44,19424
11-29-2022_15.02.44,19424
11-29-2022_15.02.44,23160
11-29-2022_15.02.44,24280
11-29-2022_15.02.44,25401
11-29-2022_15.02.44,25525
11-29-2022_15.02.44,26646
11-29-2022_15.02.44,27891
11-29-2022_15.02.44,29012
11-29-2022_15.02.44,30755
11-29-2022_15.02.45,30630
11-29-2022_15.02.45,30257
11-29-2022_15.02.45,30506
11-29-2022_15.02.45,30257
11-29-2022_15.02.45,30008
11-29-2022_15.02.45,30257
11-29-2022_15.02.45,30506
11-29-2022_15.02.45,30755
11-29-2022_15.02.45,30132
11-29-2022_15.02.46,30132
11-29-2022_15.02.46,26397
11-29-2022_15.02.46,10210
11-29-2022_15.02.46,0
11-29-2022_15.02.46,0
11-29-2022_15.02.46,8218
11-29-2022_15.02.46,25152
11-29-2022_15.02.46,32249
11-29-2022_15.02.46,21541
11-29-2022_15.02.47,18179
11-29-2022_15.02.47,25027
11-29-2022_15.02.47,22288
11-29-2022_15.02.47,22911
11-29-2022_15.02.47,23782
11-29-2022_15.02.47,28265
11-29-2022_15.02.47,26771
11-29-2022_15.02.47,24778
11-29-2022_15.02.47,25401
11-29-2022_15.02.48,26023
11-29-2022_15.02.48,28887
11-29-2022_15.02.48,27767
11-29-2022_15.02.48,29136
11-29-2022_15.02.48,28265
11-29-2022_15.02.48,28763
11-29-2022_15.02.48,28140
11-29-2022_15.02.48,28638
11-29-2022_15.02.49,29261
11-29-2022_15.02.49,29012
11-29-2022_15.02.49,28389
11-29-2022_15.02.49,28389
11-29-2022_15.02.49,28638
11-29-2022_15.02.49,28887
11-29-2022_15.02.49,29136
11-29-2022_15.02.49,29012
11-29-2022_15.02.49,28389
11-29-2022_15.02.49,28140
11-29-2022_15.02.50,28763
11-29-2022_15.02.50,30257
11-29-2022_15.02.50,32000
11-29-2022_15.02.50,30630
11-29-2022_15.02.50,30630
11-29-2022_15.02.50,30381
11-29-2022_15.02.50,29634
11-29-2022_15.02.50,29510
11-29-2022_15.02.50,29883
11-29-2022_15.02.51,29510
11-29-2022_15.02.51,29012
11-29-2022_15.02.51,28887
11-29-2022_15.02.51,29261
11-29-2022_15.02.51,29385
11-29-2022_15.02.51,29385
11-29-2022_15.02.51,29385
11-29-2022_15.02.51,28887
11-29-2022_15.02.51,28389
11-29-2022_15.02.52,29012
11-29-2022_15.02.52,29012
11-29-2022_15.02.52,28887
11-29-2022_15.02.52,29385
11-29-2022_15.02.52,29510
11-29-2022_15.02.52,29261
11-29-2022_15.02.52,29261
11-29-2022_15.02.52,29510
11-29-2022_15.02.52,35237
11-29-2022_15.02.52,36980
11-29-2022_15.02.53,29759
11-29-2022_15.02.53,26397
11-29-2022_15.02.53,32498
11-29-2022_15.02.53,36109
11-29-2022_15.02.53,37105
11-29-2022_15.02.53,40467
11-29-2022_15.02.53,43082
11-29-2022_15.02.53,46817
11-29-2022_15.02.53,47439
11-29-2022_15.02.53,48685
11-29-2022_15.02.54,42459
11-29-2022_15.02.54,22039
11-29-2022_15.02.54,13323
11-29-2022_15.02.54,10958
11-29-2022_15.02.54,19922
11-29-2022_15.02.54,18926
11-29-2022_15.02.54,16685
11-29-2022_15.02.54,18179
11-29-2022_15.02.54,17557
11-29-2022_15.02.54,17681
11-29-2022_15.02.55,17806
11-29-2022_15.02.55,17183
11-29-2022_15.02.55,17806
11-29-2022_15.02.55,17930
11-29-2022_15.02.55,17432
11-29-2022_15.02.55,17806
11-29-2022_15.02.55,17681
11-29-2022_15.02.55,17557
11-29-2022_15.02.55,17308
11-29-2022_15.02.55,17557
11-29-2022_15.02.56,17930
11-29-2022_15.02.56,16685
11-29-2022_15.02.56,17183
11-29-2022_15.02.56,17557
11-29-2022_15.02.56,17183
11-29-2022_15.02.56,17308
11-29-2022_15.02.56,17806
11-29-2022_15.02.56,17930
11-29-2022_15.02.56,17059
11-29-2022_15.02.56,17432
11-29-2022_15.02.57,17806
11-29-2022_15.02.57,17183
11-29-2022_15.02.57,17308
11-29-2022_15.02.57,18304
11-29-2022_15.02.57,17557
11-29-2022_15.02.57,16934
11-29-2022_15.02.57,17432
11-29-2022_15.02.57,17930
11-29-2022_15.02.57,17183
11-29-2022_15.02.57,17308
11-29-2022_15.02.58,18179
11-29-2022_15.02.58,17681
11-29-2022_15.02.58,17308
11-29-2022_15.02.58,17806
11-29-2022_15.02.58,17681
11-29-2022_15.02.58,16685
11-29-2022_15.02.58,17308
11-29-2022_15.02.58,17806
11-29-2022_15.02.58,17681
11-29-2022_15.02.59,17681
11-29-2022_15.02.59,17806
11-29-2022_15.02.59,17183
11-29-2022_15.02.59,17308
11-29-2022_15.02.59,17930
11-29-2022_15.02.59,16934
11-29-2022_15.02.59,17432
11-29-2022_15.02.59,17806
11-29-2022_15.02.59,17183
11-29-2022_15.02.59,17059
11-29-2022_15.03.00,17432
11-29-2022_15.03.00,17930
11-29-2022_15.03.00,17308
11-29-2022_15.03.00,18055
11-29-2022_15.03.00,17432
11-29-2022_15.03.00,17308
11-29-2022_15.03.00,17806
11-29-2022_15.03.00,17930
11-29-2022_15.03.00,17059
11-29-2022_15.03.01,17806
11-29-2022_15.03.01,17681
11-29-2022_15.03.01,17308
11-29-2022_15.03.01,17681
11-29-2022_15.03.01,17930
11-29-2022_15.03.01,17557
11-29-2022_15.03.01,17681
11-29-2022_15.03.01,18055
11-29-2022_15.03.01,16934
11-29-2022_15.03.02,17557
11-29-2022_15.03.02,17681
11-29-2022_15.03.02,17681
11-29-2022_15.03.02,17308
11-29-2022_15.03.02,17930
11-29-2022_15.03.02,16934
11-29-2022_15.03.02,17059
11-29-2022_15.03.02,17806
11-29-2022_15.03.02,17308
11-29-2022_15.03.03,17308
11-29-2022_15.03.03,18055
11-29-2022_15.03.03,17930
11-29-2022_15.03.03,16934
11-29-2022_15.03.03,17557
11-29-2022_15.03.03,17806
11-29-2022_15.03.03,17432
11-29-2022_15.03.03,17806
11-29-2022_15.03.03,18055
11-29-2022_15.03.03,17681
11-29-2022_15.03.04,17308
11-29-2022_15.03.04,17681
11-29-2022_15.03.04,17930
11-29-2022_15.03.04,17059
11-29-2022_15.03.04,17432
11-29-2022_15.03.04,17806
11-29-2022_15.03.04,17432
11-29-2022_15.03.04,17183
11-29-2022_15.03.04,17806
11-29-2022_15.03.04,17930
11-29-2022_15.03.04,17183
11-29-2022_15.03.05,17681
11-29-2022_15.03.05,18179
11-29-2022_15.03.05,17557
11-29-2022_15.03.05,17308
11-29-2022_15.03.05,17806
11-29-2022_15.03.05,17806
11-29-2022_15.03.05,17806
11-29-2022_15.03.05,18179
11-29-2022_15.03.05,18304
11-29-2022_15.03.05,17308
11-29-2022_15.03.06,17557
11-29-2022_15.03.06,17930
11-29-2022_15.03.06,17432
11-29-2022_15.03.06,17930
11-29-2022_15.03.06,17930
11-29-2022_15.03.06,18179
11-29-2022_15.03.06,16934
11-29-2022_15.03.06,17308
11-29-2022_15.03.06,17930
11-29-2022_15.03.06,17308
11-29-2022_15.03.07,17308
11-29-2022_15.03.07,18055
11-29-2022_15.03.07,18179
11-29-2022_15.03.07,16934
11-29-2022_15.03.07,17557
11-29-2022_15.03.07,17806
11-29-2022_15.03.07,17432
11-29-2022_15.03.07,17681
11-29-2022_15.03.07,17806
11-29-2022_15.03.07,18055
11-29-2022_15.03.08,17308
11-29-2022_15.03.08,17432
11-29-2022_15.03.08,18179
11-29-2022_15.03.08,17059
11-29-2022_15.03.08,17432
11-29-2022_15.03.08,18055
11-29-2022_15.03.08,17557
11-29-2022_15.03.08,16934
11-29-2022_15.03.08,17557
11-29-2022_15.03.08,18055
11-29-2022_15.03.09,17059
11-29-2022_15.03.09,17681
11-29-2022_15.03.09,18304
11-29-2022_15.03.09,17681
11-29-2022_15.03.09,17557
11-29-2022_15.03.09,18055
11-29-2022_15.03.09,17930
11-29-2022_15.03.09,17183
11-29-2022_15.03.09,17681
11-29-2022_15.03.09,18428
11-29-2022_15.03.10,17681
11-29-2022_15.03.10,18055
11-29-2022_15.03.10,18055
11-29-2022_15.03.10,18428
11-29-2022_15.03.10,17806
11-29-2022_15.03.10,18055
11-29-2022_15.03.10,18428
11-29-2022_15.03.10,17432
11-29-2022_15.03.10,17806
11-29-2022_15.03.10,18055
11-29-2022_15.03.11,17681
11-29-2022_15.03.11,17432
11-29-2022_15.03.11,18055
11-29-2022_15.03.11,18304
11-29-2022_15.03.11,17681
11-29-2022_15.03.11,18055
11-29-2022_15.03.11,18179
11-29-2022_15.03.11,17059
11-29-2022_15.03.11,17806
11-29-2022_15.03.11,18179
11-29-2022_15.03.12,17806
11-29-2022_15.03.12,17681
11-29-2022_15.03.12,17806
11-29-2022_15.03.12,18179
11-29-2022_15.03.12,16934
11-29-2022_15.03.12,17557
11-29-2022_15.03.12,18677
11-29-2022_15.03.12,17681
11-29-2022_15.03.12,17557
11-29-2022_15.03.12,18304
11-29-2022_15.03.13,18179
11-29-2022_15.03.13,17059
11-29-2022_15.03.13,17557
11-29-2022_15.03.13,18304
11-29-2022_15.03.13,17681
11-29-2022_15.03.13,17930
11-29-2022_15.03.13,18055
11-29-2022_15.03.13,18304
11-29-2022_15.03.13,17432
11-29-2022_15.03.13,17806
11-29-2022_15.03.14,18055
11-29-2022_15.03.14,17432
11-29-2022_15.03.14,17806
11-29-2022_15.03.14,18055
11-29-2022_15.03.14,17557
11-29-2022_15.03.14,17432
11-29-2022_15.03.14,17557
11-29-2022_15.03.14,18055
11-29-2022_15.03.14,17183
11-29-2022_15.03.14,17681
11-29-2022_15.03.15,18055
11-29-2022_15.03.15,17432
11-29-2022_15.03.15,17432
11-29-2022_15.03.15,17806
11-29-2022_15.03.15,18055
11-29-2022_15.03.15,17557
11-29-2022_15.03.15,18055
11-29-2022_15.03.15,18428
11-29-2022_15.03.15,17681
11-29-2022_15.03.15,17432
11-29-2022_15.03.16,18055
11-29-2022_15.03.16,18304
11-29-2022_15.03.16,17806
11-29-2022_15.03.16,17681
11-29-2022_15.03.16,18304
11-29-2022_15.03.16,17183
11-29-2022_15.03.16,17681
11-29-2022_15.03.16,17557
11-29-2022_15.03.16,17930
11-29-2022_15.03.16,17308
11-29-2022_15.03.17,17681
11-29-2022_15.03.17,18428
11-29-2022_15.03.17,17557
11-29-2022_15.03.17,19549
11-29-2022_15.03.17,20918
11-29-2022_15.03.17,26023
11-29-2022_15.03.17,30630
11-29-2022_15.03.17,29012
11-29-2022_15.03.17,27891
11-29-2022_15.03.17,28140
11-29-2022_15.03.18,28763
11-29-2022_15.03.18,29261
11-29-2022_15.03.18,28763
11-29-2022_15.03.18,29136
11-29-2022_15.03.18,29634
11-29-2022_15.03.18,28638
11-29-2022_15.03.18,28763
11-29-2022_15.03.18,29385
11-29-2022_15.03.18,32374
11-29-2022_15.03.18,37852
11-29-2022_15.03.19,40093
11-29-2022_15.03.19,39720
11-29-2022_15.03.19,41214
11-29-2022_15.03.19,41712
11-29-2022_15.03.19,41712
11-29-2022_15.03.19,42210
11-29-2022_15.03.19,44451
11-29-2022_15.03.19,44078
11-29-2022_15.03.19,45447
11-29-2022_15.03.19,42708
11-29-2022_15.03.20,32125
11-29-2022_15.03.20,31253
11-29-2022_15.03.20,40093
11-29-2022_15.03.20,48934
11-29-2022_15.03.20,47564
11-29-2022_15.03.20,46817
11-29-2022_15.03.20,45821
11-29-2022_15.03.20,46070
11-29-2022_15.03.20,46568
11-29-2022_15.03.20,46319
11-29-2022_15.03.21,46319
11-29-2022_15.03.21,45572
11-29-2022_15.03.21,45323
11-29-2022_15.03.21,45696
11-29-2022_15.03.21,45323
11-29-2022_15.03.21,45323
11-29-2022_15.03.21,44949
11-29-2022_15.03.21,44327
11-29-2022_15.03.21,45074
11-29-2022_15.03.21,45323
11-29-2022_15.03.22,45447
11-29-2022_15.03.22,45198
11-29-2022_15.03.22,44949
11-29-2022_15.03.22,44949
