Time,0x180600fd_0b0,0x180601fd_0_1,0x180601fd_2_3,0x180603fd_0_1,0x180603fd_2_3,0x180605fd_0_3,0x180605fd_4_7,0x180606fd_0_3,0x180609fd_0_3
11-29-2022_15.03.05,0,17308,849,1196,100,1793,0,0,0
11-29-2022_15.03.06,0,17557,848,1196,100,1793,0,0,0
11-29-2022_15.03.06,0,17930,846,1196,100,1788,0,0,0
11-29-2022_15.03.06,0,17432,848,1196,100,1788,0,0,1541
11-29-2022_15.03.06,0,17930,846,1196,100,1793,0,0,1541
11-29-2022_15.03.06,0,17930,847,1196,100,1793,0,0,1541
11-29-2022_15.03.06,0,18179,845,1196,100,1788,0,0,1541
11-29-2022_15.03.06,0,16934,850,1196,100,1788,0,0,0
11-29-2022_15.03.06,0,17308,848,1196,100,1788,0,0,0
11-29-2022_15.03.06,0,17930,846,1196,100,1788,0,0,0
11-29-2022_15.03.06,0,17308,848,1196,100,1788,0,0,0
11-29-2022_15.03.07,0,17308,848,1196,100,1793,0,0,0
11-29-2022_15.03.07,0,18055,846,1196,100,1788,0,0,0
11-29-2022_15.03.07,0,18179,845,1196,100,1788,0,0,1541
11-29-2022_15.03.07,0,16934,850,1196,100,1793,0,0,1541
11-29-2022_15.03.07,0,17557,847,1196,100,1788,0,0,1541
11-29-2022_15.03.07,0,17806,846,1196,100,1544,0,0,1541
11-29-2022_15.03.07,0,17432,847,1196,100,1788,0,0,0
11-29-2022_15.03.07,0,17681,847,1196,100,1793,0,0,0
11-29-2022_15.03.07,0,17806,846,1196,100,1788,0,0,0
11-29-2022_15.03.07,0,18055,845,1196,100,1788,0,0,0
11-29-2022_15.03.08,0,17308,848,1196,100,1793,0,0,0
11-29-2022_15.03.08,0,17432,847,1196,100,1788,0,0,0
11-29-2022_15.03.08,0,18179,845,1196,100,1788,0,0,1541
11-29-2022_15.03.08,0,17059,849,1196,100,1788,0,0,1541
11-29-2022_15.03.08,0,17432,847,1196,100,1793,0,0,1541
11-29-2022_15.03.08,0,18055,846,1196,100,1788,0,0,1541
11-29-2022_15.03.08,0,17557,847,1196,100,1788,0,0,0
11-29-2022_15.03.08,0,16934,849,1196,100,1793,0,0,0
11-29-2022_15.03.08,0,17557,847,1196,100,1788,0,0,0
11-29-2022_15.03.08,0,18055,845,1196,100,1788,0,0,0
11-29-2022_15.03.09,0,17059,849,1196,100,1788,0,0,0
11-29-2022_15.03.09,0,17681,847,1196,100,1788,0,0,0
11-29-2022_15.03.09,0,18304,844,1196,100,1788,0,0,1542
11-29-2022_15.03.09,0,17681,847,1196,100,1793,0,0,1542
11-29-2022_15.03.09,0,17557,847,1196,100,1793,0,0,1542
11-29-2022_15.03.09,0,18055,845,1196,100,1788,0,0,1542
11-29-2022_15.03.09,0,17930,846,1196,100,1788,0,0,0
11-29-2022_15.03.09,0,17183,849,1196,100,1793,0,0,0
11-29-2022_15.03.09,0,17681,847,1196,100,1788,0,0,0
11-29-2022_15.03.09,0,18428,844,1196,100,1788,0,0,0
11-29-2022_15.03.10,0,17681,847,1196,100,1793,0,0,0
11-29-2022_15.03.10,0,18055,846,1196,100,1793,0,0,0
11-29-2022_15.03.10,0,18055,846,1196,100,1788,0,0,1542
11-29-2022_15.03.10,0,18428,845,1196,100,1793,0,0,1542
11-29-2022_15.03.10,0,17806,848,1196,100,1798,0,0,1542
11-29-2022_15.03.10,0,18055,846,1196,100,1788,0,0,1542
11-29-2022_15.03.10,0,18428,845,1196,100,1788,0,0,0
11-29-2022_15.03.10,0,17432,849,1196,100,1793,0,0,0
11-29-2022_15.03.10,0,17806,847,1196,100,1793,0,0,0
11-29-2022_15.03.10,0,18055,846,1196,100,1788,0,0,0
11-29-2022_15.03.11,0,17681,848,1196,100,1793,0,0,0
11-29-2022_15.03.11,0,17432,848,1196,100,1793,0,0,0
11-29-2022_15.03.11,0,18055,847,1196,100,1788,0,0,1542
11-29-2022_15.03.11,0,18304,845,1196,100,1788,0,0,1542
11-29-2022_15.03.11,0,17681,848,1196,100,1793,0,0,1542
11-29-2022_15.03.11,0,18055,847,1196,100,1793,0,0,1542
11-29-2022_15.03.11,0,18179,846,1196,100,1788,0,0,0
11-29-2022_15.03.11,0,17059,850,1196,100,1793,0,0,0
11-29-2022_15.03.11,0,17806,847,1196,100,1793,0,0,0
11-29-2022_15.03.11,0,18179,845,1196,100,1793,0,0,0
11-29-2022_15.03.12,0,17806,847,1196,100,1788,0,0,0
11-29-2022_15.03.12,0,17681,848,1196,100,1798,0,0,0
11-29-2022_15.03.12,0,17806,847,1196,100,1793,0,0,1543
11-29-2022_15.03.12,0,18179,846,1196,100,1788,0,0,1543
11-29-2022_15.03.12,0,16934,850,1196,100,1788,0,0,1543
11-29-2022_15.03.12,0,17557,848,1196,100,1793,0,0,1543
11-29-2022_15.03.12,0,18677,844,1196,100,1788,0,0,0
11-29-2022_15.03.12,0,17681,847,1196,100,1798,0,0,0
11-29-2022_15.03.12,0,17557,848,1196,100,1798,0,0,0
11-29-2022_15.03.12,0,18304,845,1196,100,1788,0,0,0
11-29-2022_15.03.13,0,18179,846,1196,100,1788,0,0,0
11-29-2022_15.03.13,0,17059,850,1196,100,1788,0,0,0
11-29-2022_15.03.13,0,17557,848,1196,100,1793,0,0,1543
11-29-2022_15.03.13,0,18304,845,1196,100,1788,0,0,1543
11-29-2022_15.03.13,0,17681,847,1196,100,1793,0,0,1543
11-29-2022_15.03.13,0,17930,847,1196,100,1793,0,0,1543
11-29-2022_15.03.13,0,18055,846,1196,100,1788,0,0,0
11-29-2022_15.03.13,0,18304,845,1196,100,1788,0,0,0
11-29-2022_15.03.13,0,17432,848,1196,100,1793,0,0,0
11-29-2022_15.03.13,0,17806,847,1196,100,1788,0,0,0
11-29-2022_15.03.14,0,18055,846,1196,100,1788,0,0,0
11-29-2022_15.03.14,0,17432,848,1196,100,1793,0,0,0
11-29-2022_15.03.14,0,17806,847,1196,100,1798,0,0,1543
11-29-2022_15.03.14,0,18055,846,1196,100,1788,0,0,1543
11-29-2022_15.03.14,0,17557,848,1196,100,1788,0,0,1543
11-29-2022_15.03.14,0,17432,848,1196,100,1793,0,0,1543
11-29-2022_15.03.14,0,17557,848,1196,100,1788,0,0,0
11-29-2022_15.03.14,0,18055,846,1196,100,1788,0,0,0
11-29-2022_15.03.14,0,17183,849,1196,100,1788,0,0,0
11-29-2022_15.03.14,0,17681,847,1196,100,1793,0,0,0
11-29-2022_15.03.15,0,18055,846,1196,100,1788,0,0,0
11-29-2022_15.03.15,0,17432,848,1196,100,1788,0,0,0
11-29-2022_15.03.15,0,17432,848,1196,100,1793,0,0,1543
11-29-2022_15.03.15,0,17806,846,1196,100,1788,0,0,1543
11-29-2022_15.03.15,0,18055,845,1196,100,1544,0,0,1543
11-29-2022_15.03.15,0,17557,847,1196,100,1788,0,0,1543
11-29-2022_15.03.15,0,18055,846,1196,100,1798,0,0,0
11-29-2022_15.03.15,0,18428,844,1196,100,1788,0,0,0
11-29-2022_15.03.15,0,17681,847,1196,100,1793,0,0,0
11-29-2022_15.03.15,0,17432,848,1196,100,1793,0,0,0
11-29-2022_15.03.16,0,18055,846,1196,100,1788,0,0,0
11-29-2022_15.03.16,0,18304,845,1196,100,1788,0,0,0
11-29-2022_15.03.16,0,17806,847,1196,100,1793,0,0,1544
11-29-2022_15.03.16,0,17681,847,1196,100,1788,0,0,1544
11-29-2022_15.03.16,0,18304,845,1196,100,1788,0,0,1544
11-29-2022_15.03.16,0,17183,849,1196,100,1793,0,0,1544
11-29-2022_15.03.16,0,17681,847,1196,100,1793,0,0,0
11-29-2022_15.03.16,0,17557,847,1196,100,1788,0,0,0
11-29-2022_15.03.16,0,17930,846,1196,100,1788,0,0,0
11-29-2022_15.03.16,0,17308,848,1196,100,1793,0,0,0
11-29-2022_15.03.17,0,17681,847,1196,100,1788,0,0,0
11-29-2022_15.03.17,0,18428,844,1196,100,1788,0,0,0
11-29-2022_15.03.17,0,17557,848,1196,100,1793,0,0,1544
11-29-2022_15.03.17,0,19549,842,1196,100,1798,0,0,1544
11-29-2022_15.03.17,0,20918,839,1196,100,2047,0,0,1544
11-29-2022_15.03.17,0,26023,826,1196,100,2296,0,0,1544
11-29-2022_15.03.17,0,30630,821,1196,100,3063,0,0,0
11-29-2022_15.03.17,0,29012,830,1196,100,3068,0,0,0
11-29-2022_15.03.17,0,27891,832,1196,100,2819,0,0,0
11-29-2022_15.03.17,0,28140,833,1196,100,2819,0,0,0
11-29-2022_15.03.18,0,28763,834,1196,100,2819,0,0,0
11-29-2022_15.03.18,0,29261,834,1196,100,3063,0,0,0
11-29-2022_15.03.18,0,28763,837,1196,100,3063,0,0,1544
11-29-2022_15.03.18,0,29136,838,1196,100,3068,0,0,1544
11-29-2022_15.03.18,0,29634,837,1196,100,3068,0,0,1544
11-29-2022_15.03.18,0,28638,843,1196,100,3068,0,0,1544
11-29-2022_15.03.18,0,28763,843,1196,100,3068,0,0,0
11-29-2022_15.03.18,0,29385,842,1196,100,3068,0,0,0
11-29-2022_15.03.18,0,32374,832,1196,100,3073,0,0,0
11-29-2022_15.03.18,0,37852,824,1295,100,3825,0,0,0
11-29-2022_15.03.19,0,40093,823,1295,100,258,0,0,0
11-29-2022_15.03.19,0,39720,826,1295,100,263,0,0,0
11-29-2022_15.03.19,0,41214,825,1295,100,512,0,0,1545
11-29-2022_15.03.19,0,41712,828,1295,100,522,0,0,1545
11-29-2022_15.03.19,0,41712,828,1295,100,517,0,0,1545
11-29-2022_15.03.19,0,42210,833,1295,100,766,0,0,1545
11-29-2022_15.03.19,0,44451,837,1295,100,1020,0,0,0
11-29-2022_15.03.19,0,44078,845,1295,100,776,0,0,0
11-29-2022_15.03.19,0,45447,848,1295,100,1020,0,0,0
11-29-2022_15.03.19,0,42708,863,1295,100,1035,0,0,0
11-29-2022_15.03.20,0,32125,891,1295,100,14,0,0,0
11-29-2022_15.03.20,0,31253,889,1295,100,3317,0,0,0
11-29-2022_15.03.20,0,40093,897,1196,100,3830,0,0,1785
11-29-2022_15.03.20,0,48934,925,1196,100,776,0,0,1785
11-29-2022_15.03.20,0,47564,969,1295,100,1787,0,0,1785
11-29-2022_15.03.20,0,46817,998,1295,100,1533,0,0,1785
11-29-2022_15.03.20,0,45821,1019,1295,100,1533,0,0,0
11-29-2022_15.03.20,0,46070,1032,1295,100,1538,0,0,0
11-29-2022_15.03.20,0,46568,1045,1295,100,1797,0,0,0
11-29-2022_15.03.20,0,46319,1054,1295,100,2041,0,0,0
11-29-2022_15.03.21,0,46319,1061,1295,100,2046,0,0,0
11-29-2022_15.03.21,0,45572,1066,1295,100,1797,0,0,0
11-29-2022_15.03.21,0,45323,1069,1295,100,1792,0,0,1786
11-29-2022_15.03.21,0,45696,1070,1295,100,1792,0,0,1786
11-29-2022_15.03.21,0,45323,1072,1295,100,1797,0,0,1786
11-29-2022_15.03.21,0,45323,1073,1295,100,1792,0,0,1786
11-29-2022_15.03.21,0,44949,1075,1295,100,1797,0,0,1786
11-29-2022_15.03.21,0,44327,1078,1295,100,1792,0,0,0
11-29-2022_15.03.21,0,45074,1076,1295,100,1797,0,0,0
11-29-2022_15.03.21,0,45323,1076,1295,100,2041,0,0,0
11-29-2022_15.03.22,0,45447,1076,1295,100,1797,0,0,0
11-29-2022_15.03.22,0,45198,1077,1295,100,1792,0,0,0
11-29-2022_15.03.22,0,44949,1076,1295,100,1792,0,0,1787
11-29-2022_15.03.22,0,44949,1076,1295,100,1792,0,0,1787
11-29-2022_15.03.22,0,45074,1076,1295,100,1792,0,0,1787
11-29-2022_15.03.22,0,44825,1077,1295,100,1792,0,0,1787
11-29-2022_15.03.22,0,44327,1078,1295,100,1792,0,0,1787
11-29-2022_15.03.22,0,53167,1055,1295,100,2310,0,0,0
11-29-2022_15.03.22,0,52669,1061,1295,100,3321,0,0,0
11-29-2022_15.03.22,0,47190,1054,1295,100,2305,0,0,0
11-29-2022_15.03.23,0,44327,1026,1295,100,1787,0,0,0
11-29-2022_15.03.23,0,42708,998,1295,100,1025,0,0,0
11-29-2022_15.03.23,0,41089,973,1295,100,771,0,0,1788
11-29-2022_15.03.23,0,38101,958,1295,100,268,0,0,1788
11-29-2022_15.03.23,0,37852,941,1295,100,263,0,0,1788
11-29-2022_15.03.23,0,39097,924,1295,100,268,0,0,1788
11-29-2022_15.03.23,0,38724,914,1295,100,263,0,0,1788
11-29-2022_15.03.23,0,38599,905,1196,100,258,0,0,0
11-29-2022_15.03.23,0,38475,901,1196,100,263,0,0,0
11-29-2022_15.03.23,0,37852,895,1295,100,263,0,0,0
11-29-2022_15.03.24,0,36233,886,1295,100,4,0,0,0
11-29-2022_15.03.24,0,36731,875,1295,100,3840,0,0,0
11-29-2022_15.03.24,0,37230,869,1196,100,9,0,0,1789
11-29-2022_15.03.24,0,38973,862,1196,100,263,0,0,1789
11-29-2022_15.03.24,0,38724,859,1295,100,258,0,0,1789
11-29-2022_15.03.24,0,38848,855,1295,100,258,0,0,1789
11-29-2022_15.03.24,0,40591,849,1295,100,268,0,0,1789
11-29-2022_15.03.24,0,43082,843,1295,100,522,0,0,0
11-29-2022_15.03.24,0,43829,842,1295,100,776,0,0,0
11-29-2022_15.03.24,0,43331,843,1295,100,776,0,0,0
11-29-2022_15.03.25,0,44327,840,1295,100,1020,0,0,0
11-29-2022_15.03.25,0,45945,836,1295,100,1020,0,0,0
11-29-2022_15.03.25,0,47066,836,1295,100,1279,0,0,1790
11-29-2022_15.03.25,0,48809,833,1295,100,1289,0,0,1790
11-29-2022_15.03.25,0,49307,835,1295,100,1538,0,0,1790
11-29-2022_15.03.25,0,51175,832,1295,100,1543,0,0,1790
11-29-2022_15.03.25,0,51548,832,1295,100,1787,0,0,0
11-29-2022_15.03.25,0,52046,833,1295,100,1792,0,0,0
11-29-2022_15.03.25,0,52171,835,1295,100,1797,0,0,0
11-29-2022_15.03.26,0,52544,835,1295,100,1797,0,0,0
11-29-2022_15.03.26,0,53042,835,1295,100,1797,0,0,0
11-29-2022_15.03.26,0,52669,838,1295,100,1797,0,0,1791
11-29-2022_15.03.26,0,52420,841,1295,100,2041,0,0,1791
11-29-2022_15.03.26,0,58521,842,1295,100,2051,0,0,1791
11-29-2022_15.03.26,0,1085,862,1295,100,3829,0,0,1791
11-29-2022_15.03.26,0,60015,908,1295,100,3321,0,0,1791
11-29-2022_15.03.26,0,61385,924,1295,100,3326,0,0,0
11-29-2022_15.03.26,0,62007,939,1295,100,3585,0,0,0
11-29-2022_15.03.26,0,61011,955,1295,100,3585,0,0,0
11-29-2022_15.03.27,0,61883,966,1295,100,3829,0,0,0
11-29-2022_15.03.27,0,62007,973,1295,100,3839,0,0,0
11-29-2022_15.03.27,0,61634,981,1295,100,3839,0,0,1792
11-29-2022_15.03.27,0,62132,984,1295,100,3839,0,0,1792
11-29-2022_15.03.27,0,64373,989,1295,100,257,0,0,1792
11-29-2022_15.03.27,0,1708,1008,1295,100,770,0,0,1792
11-29-2022_15.03.27,0,338,1023,1295,100,780,0,0,1792
11-29-2022_15.03.27,0,961,1033,1295,100,1024,0,0,0
11-29-2022_15.03.27,0,2953,1044,1295,100,1532,0,0,0
11-29-2022_15.03.27,0,3077,1062,1295,100,1786,0,0,0
11-29-2022_15.03.28,0,2081,1078,1295,100,1542,0,0,0
11-29-2022_15.03.28,0,2081,1087,1295,100,1542,0,0,0
11-29-2022_15.03.28,0,1085,1097,1295,100,1786,0,0,1793
11-29-2022_15.03.28,0,712,1105,1295,100,1542,0,0,1793
11-29-2022_15.03.28,0,1957,1112,1395,100,1796,0,0,1793
11-29-2022_15.03.28,0,5568,1125,1395,100,2553,0,0,1793
11-29-2022_15.03.28,0,7684,1147,1395,100,3315,0,0,1793
11-29-2022_15.03.28,0,8058,1171,1395,100,3828,0,0,0
11-29-2022_15.03.28,0,7311,1188,1395,100,3584,0,0,0
11-29-2022_15.03.28,0,6813,1202,1395,100,3584,0,0,0
11-29-2022_15.03.29,0,7186,1212,1395,100,3833,0,0,0
11-29-2022_15.03.29,0,6937,1221,1395,100,2,0,0,0
11-29-2022_15.03.29,0,6813,1227,1395,100,7,0,0,1795
11-29-2022_15.03.29,0,6564,1233,1395,100,2,0,0,1795
11-29-2022_15.03.29,0,7435,1234,1395,100,7,0,0,1795
11-29-2022_15.03.29,0,7684,1237,1395,100,256,0,0,1795
11-29-2022_15.03.29,0,7311,1240,1395,100,256,0,0,1795
11-29-2022_15.03.29,0,7186,1242,1395,100,12,0,0,0
11-29-2022_15.03.29,0,7311,1243,1395,100,12,0,0,0
11-29-2022_15.03.29,0,7311,1243,1395,100,12,0,0,0
11-29-2022_15.03.30,0,7560,1244,1395,100,256,0,0,0
11-29-2022_15.03.30,0,7560,1245,1395,100,261,0,0,0
11-29-2022_15.03.30,0,7684,1245,1395,100,256,0,0,1798
11-29-2022_15.03.30,0,7684,1245,1395,100,261,0,0,1798
11-29-2022_15.03.30,0,9801,1247,1395,100,261,0,0,1798
11-29-2022_15.03.30,0,13412,1257,1395,100,1287,0,0,1798
11-29-2022_15.03.30,0,14657,1280,1395,100,1795,0,0,1798
11-29-2022_15.03.30,0,13412,1295,1395,100,2049,0,0,0
11-29-2022_15.03.30,0,14657,1306,1395,100,2308,0,0,0
11-29-2022_15.03.30,0,15529,1317,1395,100,2557,0,0,0
11-29-2022_15.03.31,0,14283,1329,1395,100,2806,0,0,0
11-29-2022_15.03.31,0,15031,1334,1395,100,2811,0,0,0
11-29-2022_15.03.31,0,14906,1339,1395,100,3060,0,0,1800
11-29-2022_15.03.31,0,14533,1347,1395,100,3060,0,0,1800
11-29-2022_15.03.31,0,14159,1350,1395,100,2816,0,0,1800
11-29-2022_15.03.31,0,8680,1349,1395,100,2806,0,0,1800
11-29-2022_15.03.31,0,47190,1321,1395,100,3071,0,0,0
11-29-2022_15.03.31,0,38475,1201,1395,100,2808,0,0,0
11-29-2022_15.03.31,0,31626,1090,1395,100,268,0,0,0
11-29-2022_15.03.32,0,36109,951,1196,100,3840,0,0,0
11-29-2022_15.03.32,0,47938,877,1196,100,1025,0,0,0
11-29-2022_15.03.32,0,47564,878,1295,100,14,0,0,2041
11-29-2022_15.03.32,0,26023,926,1295,100,3063,0,0,2041
11-29-2022_15.03.32,0,28887,879,1196,100,2819,0,0,2041
11-29-2022_15.03.32,0,38724,860,1196,100,258,0,0,2041
11-29-2022_15.03.32,0,37728,860,1295,100,14,0,0,0
11-29-2022_15.03.32,0,40342,846,1295,100,14,0,0,0
11-29-2022_15.03.32,0,44700,835,1295,100,771,0,0,0
11-29-2022_15.03.33,0,45696,836,1295,100,1035,0,0,0
11-29-2022_15.03.33,0,44451,838,1295,100,1025,0,0,0
11-29-2022_15.03.33,0,43829,838,1295,100,776,0,0,2041
11-29-2022_15.03.33,0,43953,839,1295,100,776,0,0,2041
11-29-2022_15.03.33,0,44202,839,1295,100,1020,0,0,2041
11-29-2022_15.03.33,0,45323,836,1295,100,1020,0,0,2041
11-29-2022_15.03.33,0,44949,840,1295,100,1030,0,0,2041
11-29-2022_15.03.33,0,44949,841,1295,100,1025,0,0,0
11-29-2022_15.03.33,0,46070,837,1295,100,1030,0,0,0
11-29-2022_15.03.33,0,45323,842,1295,100,1030,0,0,0
11-29-2022_15.03.34,0,45074,844,1295,100,1030,0,0,0
11-29-2022_15.03.34,0,44327,847,1295,100,1025,0,0,0
11-29-2022_15.03.34,0,43206,850,1295,100,766,0,0,2042
11-29-2022_15.03.34,0,42708,851,1295,100,771,0,0,2042
11-29-2022_15.03.34,0,42584,851,1295,100,776,0,0,2042
11-29-2022_15.03.34,0,42334,851,1295,100,522,0,0,2042
11-29-2022_15.03.34,0,36482,871,1295,100,512,0,0,2042
11-29-2022_15.03.34,0,31377,890,1196,100,3581,0,0,0
11-29-2022_15.03.34,0,28514,894,1196,100,3322,0,0,0
11-29-2022_15.03.34,0,27518,885,1196,100,3068,0,0,0
11-29-2022_15.03.35,0,26771,876,1196,100,2819,0,0,0
11-29-2022_15.03.35,0,28638,868,1196,100,3068,0,0,0
11-29-2022_15.03.35,0,28016,868,1196,100,3068,0,0,2043
11-29-2022_15.03.35,0,27518,863,1196,100,2819,0,0,2043
11-29-2022_15.03.35,0,27020,863,1196,100,3063,0,0,2043
11-29-2022_15.03.35,0,26397,863,1196,100,2819,0,0,2043
11-29-2022_15.03.35,0,23907,867,1196,100,2560,0,0,2043
11-29-2022_15.03.35,0,21790,871,1196,100,2301,0,0,0
11-29-2022_15.03.35,0,21292,868,1196,100,2301,0,0,0
11-29-2022_15.03.35,0,22039,862,1196,100,2301,0,0,0
11-29-2022_15.03.36,0,23907,854,1196,100,2301,0,0,0
11-29-2022_15.03.36,0,26895,846,1196,100,2809,0,0,0
11-29-2022_15.03.36,0,28389,845,1196,100,3063,0,0,2043
11-29-2022_15.03.36,0,28140,844,1196,100,3063,0,0,2043
11-29-2022_15.03.36,0,35113,824,1196,100,3322,0,0,2043
11-29-2022_15.03.36,0,38475,825,1196,100,14,0,0,2043
11-29-2022_15.03.36,0,37603,828,1196,100,9,0,0,2043
11-29-2022_15.03.36,0,38226,827,1295,100,4,0,0,0
11-29-2022_15.03.36,0,38848,828,1295,100,14,0,0,0
11-29-2022_15.03.36,0,39595,829,1295,100,263,0,0,0
11-29-2022_15.03.37,0,40840,827,1295,100,268,0,0,0
11-29-2022_15.03.37,0,40716,832,1295,100,517,0,0,0
11-29-2022_15.03.37,0,41463,836,1295,100,517,0,0,2044
11-29-2022_15.03.37,0,41836,839,1295,100,517,0,0,2044
11-29-2022_15.03.37,0,51797,845,1295,100,1289,0,0,2044
11-29-2022_15.03.37,0,63626,888,1295,100,3570,0,0,2044
11-29-2022_15.03.37,0,56902,954,1295,100,2813,0,0,0
11-29-2022_15.03.37,0,58521,984,1295,100,3316,0,0,0
11-29-2022_15.03.37,0,57400,1012,1295,100,3326,0,0,0
11-29-2022_15.03.38,0,56529,1034,1295,100,3570,0,0,0
11-29-2022_15.03.38,0,55408,1056,1295,100,3575,0,0,0
11-29-2022_15.03.38,0,59517,1083,1295,100,267,0,0,2045
11-29-2022_15.03.38,0,59642,1105,1295,100,521,0,0,2045
11-29-2022_15.03.38,0,59891,1128,1295,100,775,0,0,2045
11-29-2022_15.03.38,0,60264,1146,1295,100,775,0,0,2045
11-29-2022_15.03.38,0,62754,1152,1295,100,1532,0,0,2045
11-29-2022_15.03.38,0,62132,1167,1295,100,1542,0,0,0
11-29-2022_15.03.38,0,59766,1181,1295,100,1283,0,0,0
11-29-2022_15.03.38,0,61634,1197,1295,100,1537,0,0,0
11-29-2022_15.03.39,0,64000,1224,1395,100,2558,0,0,0
11-29-2022_15.03.39,0,2579,1258,1395,100,3579,0,0,0
11-29-2022_15.03.39,0,8307,1314,1495,100,779,0,0,2047
11-29-2022_15.03.39,0,12167,1342,1495,100,2298,0,0,2047
11-29-2022_15.03.39,0,17396,1380,1495,100,3329,0,0,2047
11-29-2022_15.03.39,0,14657,1420,1495,100,1,0,0,2047
11-29-2022_15.03.39,0,14533,1455,1495,100,773,0,0,0
11-29-2022_15.03.39,0,14533,1478,1495,100,773,0,0,0
11-29-2022_15.03.39,0,14159,1499,1495,100,1276,0,0,0
11-29-2022_15.03.40,0,14782,1512,1495,100,1530,0,0,0
11-29-2022_15.03.40,0,15404,1524,1495,100,1799,0,0,0
11-29-2022_15.03.40,0,14533,1545,1594,100,1799,0,0,2050
11-29-2022_15.03.40,0,14533,1556,1594,100,2297,0,0,2050
11-29-2022_15.03.40,0,14782,1561,1495,100,2297,0,0,2050
11-29-2022_15.03.40,0,14408,1568,1495,100,2302,0,0,2050
11-29-2022_15.03.40,0,13536,1573,1495,100,2048,0,0,0
11-29-2022_15.03.40,0,8680,1578,1495,100,1276,0,0,0
11-29-2022_15.03.40,0,4945,1567,1495,100,3329,0,0,0
11-29-2022_15.03.41,0,5817,1548,1495,100,3578,0,0,0
11-29-2022_15.03.41,0,214,1555,1495,100,2806,0,0,0
11-29-2022_15.03.41,0,65120,1542,1495,100,2557,0,0,2053
11-29-2022_15.03.41,0,4821,1517,1495,100,3319,0,0,2053
11-29-2022_15.03.41,0,63128,1507,1495,100,1800,0,0,2053
11-29-2022_15.03.41,0,40591,1463,1495,100,1024,0,0,2053
11-29-2022_15.03.41,0,32747,1377,1295,100,1543,0,0,0
11-29-2022_15.03.41,0,34241,1257,1295,100,512,0,0,0
11-29-2022_15.03.41,0,34366,1176,1295,100,263,0,0,0
11-29-2022_15.03.42,0,40342,1126,1295,100,1279,0,0,0
11-29-2022_15.03.42,0,49307,1110,1295,100,2813,0,0,0
11-29-2022_15.03.42,0,63626,1138,1295,100,770,0,0,2054
11-29-2022_15.03.42,0,52420,1181,1295,100,267,0,0,2054
11-29-2022_15.03.42,0,53416,1211,1295,100,521,0,0,2054
11-29-2022_15.03.42,0,52669,1239,1395,100,257,0,0,2054
11-29-2022_15.03.42,0,54661,1254,1395,100,1024,0,0,2054
11-29-2022_15.03.42,0,57525,1269,1395,100,1537,0,0,0
11-29-2022_15.03.42,0,58770,1277,1395,100,1796,0,0,0
11-29-2022_15.03.42,0,59891,1287,1395,100,2050,0,0,0
11-29-2022_15.03.43,0,59517,1296,1395,100,2299,0,0,0
11-29-2022_15.03.43,0,58396,1304,1395,100,2050,0,0,0
11-29-2022_15.03.43,0,61260,1303,1395,100,2553,0,0,2295
11-29-2022_15.03.43,0,2081,1308,1395,100,3330,0,0,2295
11-29-2022_15.03.43,0,3326,1327,1395,100,515,0,0,2295
11-29-2022_15.03.43,0,2330,1345,1395,100,261,0,0,2295
11-29-2022_15.03.43,0,63750,1370,1395,100,7,0,0,2295
11-29-2022_15.03.43,0,62007,1380,1395,100,3320,0,0,0
11-29-2022_15.03.43,0,2953,1374,1395,100,510,0,0,0
11-29-2022_15.03.43,0,3077,1385,1395,100,1023,0,0,0
11-29-2022_15.03.44,0,3077,1389,1395,100,1023,0,0,0
11-29-2022_15.03.44,0,4198,1389,1395,100,1028,0,0,0
11-29-2022_15.03.44,0,2330,1400,1395,100,1033,0,0,2297
11-29-2022_15.03.44,0,58147,1427,1395,100,3061,0,0,2297
11-29-2022_15.03.44,0,61509,1429,1395,100,3584,0,0,2297
11-29-2022_15.03.44,0,6190,1420,1495,100,1541,0,0,2297
11-29-2022_15.03.44,0,7560,1434,1495,100,2562,0,0,2297
11-29-2022_15.03.44,0,5319,1448,1495,100,2298,0,0,0
11-29-2022_15.03.44,0,5070,1454,1495,100,2298,0,0,0
11-29-2022_15.03.44,0,4696,1459,1495,100,2298,0,0,0
11-29-2022_15.03.45,0,62754,1482,1495,100,1277,0,0,0
11-29-2022_15.03.45,0,62630,1482,1495,100,774,0,0,0
11-29-2022_15.03.45,0,63377,1484,1495,100,1028,0,0,2300
11-29-2022_15.03.45,0,4074,1471,1495,100,2049,0,0,2300
11-29-2022_15.03.45,0,2953,1480,1495,100,2303,0,0,2300
11-29-2022_15.03.45,0,3451,1478,1495,100,2298,0,0,2300
11-29-2022_15.03.45,0,2579,1481,1495,100,2049,0,0,2300
11-29-2022_15.03.45,0,64996,1489,1495,100,1536,0,0,0
11-29-2022_15.03.45,0,61385,1497,1495,100,779,0,0,0
11-29-2022_15.03.45,0,1583,1501,1495,100,2298,0,0,0
11-29-2022_15.03.46,0,3949,1516,1495,100,2816,0,0,0
11-29-2022_15.03.46,0,7186,1525,1495,100,3583,0,0,0
11-29-2022_15.03.46,0,6066,1540,1495,100,3827,0,0,2302
11-29-2022_15.03.46,0,7435,1551,1495,100,6,0,0,2302
11-29-2022_15.03.46,0,9179,1552,1495,100,514,0,0,2302
11-29-2022_15.03.46,0,9552,1556,1495,100,524,0,0,2302
11-29-2022_15.03.46,0,9552,1559,1495,100,768,0,0,0
