Puissance,recuperation,duree
9640.556658515083, ,0.1
9256.73466426792, ,0.1
10024.906117616774, ,0.1
9642.081441672932, ,0.1
9451.385555475315, ,0.1
9068.59795921616, ,0.1
10216.997827678313, ,0.1
8490.998505806403, ,0.1
9639.540800369423, ,0.1
10405.171612414768, ,0.1
9448.844914171807, ,0.1
9256.73466426792, ,0.1
9834.210231419158, ,0.1
9451.385555475315, ,0.1
8876.345663126218, ,0.1
9259.27530557143, ,0.1
10024.782611273062, ,0.1
9066.038778070304, ,0.1
9066.038778070304, ,0.1
10214.475726217152, ,0.1
9448.844914171807, ,0.1
8873.805021822709, ,0.1
9834.19169157681, ,0.1
8876.345663126218, ,0.1
9259.27530557143, ,0.1
10407.712253718277, ,0.1
9066.038778070304, ,0.1
8490.998505806403, ,0.1
9639.435833868054, ,0.1
10214.457186374804, ,0.1
8490.998505806403, ,0.1
8876.365198907924, ,0.1
9259.152795167076, ,0.1
9451.386551414675, ,0.1
10024.907113556133, ,0.1
9831.651050273302, ,0.1
9066.038778070304, ,0.1
9831.774556617018, ,0.1
10214.475726217152, ,0.1
8683.232262054002, ,0.1
9259.171335009423, ,0.1
9451.386551414675, ,0.1
9259.152795167076, ,0.1
10024.888573713786, ,0.1
10022.346936470918, ,0.1
8683.232262054002, ,0.1
9256.611157924208, ,0.1
10214.475726217152, ,0.1
10022.365476313265, ,0.1
9642.082437612291, ,0.1
10217.140869803732, ,0.1
10024.888573713786, ,0.1
8493.540143049271, ,0.1
9451.386551414675, ,0.1
10214.475726217152, ,0.1
9066.057317912651, ,0.1
9256.73466426792, ,0.1
10022.365476313265, ,0.1
9639.540800369423, ,0.1
8876.470781433845, ,0.1
9451.387547354034, ,0.1
10217.018359399379, ,0.1
9068.581411252531, ,0.1
9642.08343355165, ,0.1
10214.475726217152, ,0.1
9639.540800369423, ,0.1
8873.928148251618, ,0.1
9831.651050273302, ,0.1
10405.15307257242, ,0.1
8876.347655004936, ,0.1
10217.018359399379, ,0.1
9451.387547354034, ,0.1
9259.276917535344, ,0.1
9831.669590115649, ,0.1
10214.457186374804, ,0.1
9256.611157924208, ,0.1
9831.774556617018, ,0.1
10980.211504763862, ,0.1
9068.581411252531, ,0.1
9068.581411252531, ,0.1
10217.141865743091, ,0.1
9642.08343355165, ,0.1
9259.277297450148, ,0.1
10405.29511875848, ,0.1
10597.405368662363, ,0.1
9066.038778070304, ,0.1
9639.540800369423, ,0.1
10022.365476313265, ,0.1
10024.890565592503, ,0.1
10024.890565592503, ,0.1
10790.521377637848, ,0.1
9259.278293389505, ,0.1
9256.73466426792, ,0.1
10214.599232560864, ,0.1
8873.928528166422, ,0.1
9448.844914171807, ,0.1
10405.29511875848, ,0.1
10024.90910543485, ,0.1
9259.278293389505, ,0.1
9451.512049637104, ,0.1
10599.948997783948, ,0.1
8876.472157288006, ,0.1
9448.844914171807, ,0.1
10597.405368662363, ,0.1
9639.540800369423, ,0.1
9448.844914171807, ,0.1
10022.346936470918, ,0.1
10217.000815496389, ,0.1
9642.084429491008, ,0.1
10217.019355338736, ,0.1
9642.084429491008, ,0.1
9256.73466426792, ,0.1
10405.15307257242, ,0.1
8683.232262054002, ,0.1
9451.895476426864, ,0.1
10408.203634827478, ,0.1
8683.232641968805, ,0.1
8683.251181811152, ,0.1
9639.416914110903, ,0.1
9448.844914171807, ,0.1
9256.629697766555, ,0.1
10022.470442814634, ,0.1
10408.203634827478, ,0.1
9069.089340325361, ,0.1
9451.895476426864, ,0.1
10217.507748629861, ,0.1
9831.651050273302, ,0.1
8491.017425563554, ,0.1
10022.346936470918, ,0.1
10405.15307257242, ,0.1
9066.057317912651, ,0.1
9639.540800369423, ,0.1
10025.39811475053, ,0.1
9259.662716118622, ,0.1
8876.875119859471, ,0.1
10025.398494665333, ,0.1
10405.029566228704, ,0.1
9256.753204110268, ,0.1
9256.611157924208, ,0.1
10405.152692657617, ,0.1
8300.426505867306, ,0.1
9066.057317912651, ,0.1
10600.31450075591, ,0.1
9451.896472366221, ,0.1
9451.915012208568, ,0.1
9642.468852220121, ,0.1
10214.45680646, ,0.1
8873.805021822709, ,0.1
9256.611157924208, ,0.1
10787.959208673916, ,0.1
9066.057317912651, ,0.1
9448.863454014154, ,0.1
9834.702608467716, ,0.1
10025.398494665333, ,0.1
9259.804762304682, ,0.1
9642.592358563837, ,0.1
10787.959208673916, ,0.1
9256.73466426792, ,0.1
9448.986960357866, ,0.1
10405.15307257242, ,0.1
10022.346936470918, ,0.1
8873.947068008769, ,0.1
9642.593354503197, ,0.1
10600.43938295379, ,0.1
9069.091332204078, ,0.1
9452.03951449164, ,0.1
10597.386828820016, ,0.1
9256.73466426792, ,0.1
9256.753204110268, ,0.1
9831.651050273302, ,0.1
10405.15307257242, ,0.1
9256.73466426792, ,0.1
9642.593354503197, ,0.1
10217.509740508578, ,0.1
8494.05143985498, ,0.1
8876.999622142543, ,0.1
9639.417294025707, ,0.1
9831.651050273302, ,0.1
9256.753204110268, ,0.1
9831.774556617018, ,0.1
10214.457186374804, ,0.1
8683.232641968805, ,0.1
8494.069979697328, ,0.1
10025.27598426098, ,0.1
9642.46984815948, ,0.1
9451.916008147928, ,0.1
10022.346936470918, ,0.1
10214.45680646, ,0.1
8873.805021822709, ,0.1
9066.057317912651, ,0.1
10214.45680646, ,0.1
9639.417294025707, ,0.1
9069.110867985784, ,0.1
9834.704600346435, ,0.1
10025.276600285535, ,0.1
9069.092328143437, ,0.1
9256.73466426792, ,0.1
10214.45680646, ,0.1
9256.611157924208, ,0.1
9448.986960357866, ,0.1
10022.346936470918, ,0.1
9831.651050273302, ,0.1
8877.000618081902, ,0.1
9069.092328143437, ,0.1
10408.206622645554, ,0.1
9259.788214341053, ,0.1
9831.793096459365, ,0.1
10597.405368662363, ,0.1
8683.232641968805, ,0.1
8873.947068008769, ,0.1
9831.651050273302, ,0.1
9448.844534257003, ,0.1
9069.092328143437, ,0.1
9834.846646532498, ,0.1
10217.510736447937, ,0.1
8876.982078239555, ,0.1
8873.947068008769, ,0.1
10214.457186374804, ,0.1
9448.844534257003, ,0.1
9448.844914171807, ,0.1
10405.29511875848, ,0.1
10214.45680646, ,0.1
9069.093324082794, ,0.1
9069.111863925142, ,0.1
9642.471840038197, ,0.1
9642.471840038197, ,0.1
9448.986960357866, ,0.1
10214.580692718517, ,0.1
10405.15307257242, ,0.1
9066.038778070304, ,0.1
9066.057317912651, ,0.1
10022.346936470918, ,0.1
8686.287187981296, ,0.1
9451.918000026644, ,0.1
10408.226158427258, ,0.1
9451.899460184297, ,0.1
9256.73466426792, ,0.1
10022.365476313265, ,0.1
10214.457186374804, ,0.1
9066.038778070304, ,0.1
9256.753204110268, ,0.1
10405.15307257242, ,0.1
10025.401482483408, ,0.1
9451.899460184297, ,0.1
9642.61388622426, ,0.1
10217.511732387295, ,0.1
9069.093324082794, ,0.1
9448.863454014154, ,0.1
10597.405368662363, ,0.1
10022.346936470918, ,0.1
8873.947068008769, ,0.1
9639.540800369423, ,0.1
10408.20861452427, ,0.1
8494.054427673056, ,0.1
9642.61488216362, ,0.1
10408.20861452427, ,0.1
9259.79020621977, ,0.1
9066.057317912651, ,0.1
9831.651050273302, ,0.1
10022.346936470918, ,0.1
9066.038778070304, ,0.1
9639.55934021177, ,0.1
10217.512728326654, ,0.1
9452.023962467369, ,0.1
8877.002609960618, ,0.1
9834.706592225151, ,0.1
9259.789826304966, ,0.1
8300.426125952503, ,0.1
9831.651050273302, ,0.1
10214.457186374804, ,0.1
8300.30299952359, ,0.1
9448.863454014154, ,0.1
9834.706592225151, ,0.1
9642.472456062753, ,0.1
9259.808746062117, ,0.1
9834.706592225151, ,0.1
9451.776569865136, ,0.1
8873.805021822709, ,0.1
9256.629697766555, ,0.1
10405.029566228704, ,0.1
8683.232641968805, ,0.1
9256.629697766555, ,0.1
10025.279968018413, ,0.1
9834.707588164509, ,0.1
9069.095315961511, ,0.1
10217.655770452071, ,0.1
10408.209610463628, ,0.1
9256.73466426792, ,0.1
9066.057317912651, ,0.1
10405.15307257242, ,0.1
9831.651050273302, ,0.1
9066.038778070304, ,0.1
9834.707588164509, ,0.1
10217.513344351208, ,0.1
8686.289179860012, ,0.1
9259.686235657762, ,0.1
10217.513724266011, ,0.1
9066.038778070304, ,0.1
9256.753204110268, ,0.1
9448.844914171807, ,0.1
9448.844914171807, ,0.1
9066.038778070304, ,0.1
9834.849634350572, ,0.1
10791.03428640747, ,0.1
8876.985066057629, ,0.1
9451.91999190536, ,0.1
10600.46190655357, ,0.1
9639.540800369423, ,0.1
9256.73466426792, ,0.1
10022.365476313265, ,0.1
10405.15307257242, ,0.1
8683.232641968805, ,0.1
9259.810737940834, ,0.1
10025.404470301484, ,0.1
9451.90206808757, ,0.1
9259.792198098487, ,0.1
9834.832090447584, ,0.1
10787.959208673916, ,0.1
9448.986960357866, ,0.1
9066.057317912651, ,0.1
10405.15307257242, ,0.1
8873.805021822709, ,0.1
9259.810737940834, ,0.1
9642.474827856273, ,0.1
9451.90206808757, ,0.1
9069.09631190087, ,0.1
10600.462902492929, ,0.1
11746.071169569092, ,0.1
7917.620369765807, ,0.1
8683.232641968805, ,0.1
9831.651050273302, ,0.1
9639.417294025707, ,0.1
11366.198681039643, ,0.1
17491.876496069824, ,0.1
18640.789309663982, ,0.1
17301.79852150558, ,0.1
18641.16020860993, ,0.1
17841.91630941342, ,0.1
15545.060952962074, ,0.1
18034.39745826325, ,0.1
13661.745651973979, ,0.1
9067.644360538585, ,0.1
8687.52623517587, ,0.1
9070.08535858994, ,0.1
9643.34036820163, ,0.1
8494.798073638614, ,0.1
9643.235401700265, ,0.1
10405.647097947274, ,0.1
9257.105183299062, ,0.1
8683.60316099995, ,0.1
9639.664306713135, ,0.1
9448.968040600716, ,0.1
8494.199461677195, ,0.1
9834.709580043227, ,0.1
9069.09730784023, ,0.1
8686.29117173873, ,0.1
9256.611157924208, ,0.1
9639.417294025707, ,0.1
8490.998505806403, ,0.1
9066.038778070304, ,0.1
10022.223430127206, ,0.1
8111.128389070474, ,0.1
8493.934525171973, ,0.1
9451.780933537373, ,0.1
8876.740661273476, ,0.1
8686.168281419572, ,0.1
9448.863454014154, ,0.1
9639.293787681994, ,0.1
8683.109135625093, ,0.1
8873.804641907906, ,0.1
10022.223430127206, ,0.1
9259.670303718687, ,0.1
9068.974797435874, ,0.1
10217.535251926434, ,0.1
10025.282955836488, ,0.1
8686.168661334375, ,0.1
8873.805021822709, ,0.1
9639.417294025707, ,0.1
9256.610778009404, ,0.1
9065.915271726592, ,0.1
10022.365476313265, ,0.1
9259.67068363349, ,0.1
9069.116843621934, ,0.1
10025.282955836488, ,0.1
8686.168281419572, ,0.1
8873.805021822709, ,0.1
9448.863454014154, ,0.1
9448.72140782809, ,0.1
8683.109135625093, ,0.1
8683.12767546744, ,0.1
9834.588065578231, ,0.1
8303.363141257429, ,0.1
9451.905435820448, ,0.1
10025.283951775848, ,0.1
9451.781929476732, ,0.1
8683.109135625093, ,0.1
9639.435833868054, ,0.1
10022.223430127206, ,0.1
8683.10875571029, ,0.1
9639.55934021177, ,0.1
9834.711571921944, ,0.1
9451.905435820448, ,0.1
9451.923975662796, ,0.1
10217.517708023446, ,0.1
15383.56015073018, ,0.1
18638.245100880227, ,0.1
7343.197249305675, ,0.1
9257.105183299062, ,0.1
9449.215433202948, ,0.1
9834.958584609372, ,0.1
9642.84833470549, ,0.1
9834.97712445172, ,0.1
10791.161776508621, ,0.1
10022.593949158347, ,0.1
9831.89806296073, ,0.1
10022.470442814634, ,0.1
8873.928528166422, ,0.1
9066.162284414017, ,0.1
9834.836074205017, ,0.1
9452.029938103518, ,0.1
9834.854614047365, ,0.1
10408.21459016042, ,0.1
9066.038778070304, ,0.1
9066.162284414017, ,0.1
10405.171612414768, ,0.1
9639.540800369423, ,0.1
9256.73466426792, ,0.1
10408.21459016042, ,0.1
8686.294159556805, ,0.1
9069.100295658303, ,0.1
10217.53724380515, ,0.1
10022.346936470918, ,0.1
9448.968420515519, ,0.1
10022.365476313265, ,0.1
10214.457186374804, ,0.1
8873.928148251618, ,0.1
9069.100295658303, ,0.1
9451.906431759806, ,0.1
9642.602317957422, ,0.1
10025.426993901265, ,0.1
9639.540800369423, ,0.1
9066.038778070304, ,0.1
9448.863454014154, ,0.1
10597.386828820016, ,0.1
9448.844914171807, ,0.1
9452.030934042878, ,0.1
10217.661746088223, ,0.1
9642.603313896781, ,0.1
9259.797177795279, ,0.1
9834.855609986724, ,0.1
10597.386828820016, ,0.1
9256.73466426792, ,0.1
9639.664306713135, ,0.1
10214.599232560864, ,0.1
9448.844914171807, ,0.1
9069.101291597663, ,0.1
10025.427989840624, ,0.1
10217.519699902163, ,0.1
9451.907427699165, ,0.1
9452.030934042878, ,0.1
10597.405368662363, ,0.1
8683.232262054002, ,0.1
9256.73466426792, ,0.1
9639.55934021177, ,0.1
9639.540800369423, ,0.1
9069.101291597663, ,0.1
9642.621853739129, ,0.1
10408.21558609978, ,0.1
9069.101291597663, ,0.1
9069.101291597663, ,0.1
9831.651050273302, ,0.1
9256.611157924208, ,0.1
9066.038778070304, ,0.1
9831.669590115649, ,0.1
9639.417294025707, ,0.1
9259.912696897603, ,0.1
9259.912696897603, ,0.1
10217.777265190547, ,0.1
9069.3403170437, ,0.1
9835.076095590413, ,0.1
10405.171612414768, ,0.1
9831.651050273302, ,0.1
9256.73466426792, ,0.1
9448.844914171807, ,0.1
10214.457186374804, ,0.1
9069.3403170437, ,0.1
10600.706907635758, ,0.1
