Time,sous_cycle_1,sous_cycle_2,sous_cycle_3,sous_cycle_4
11-29-2022_14.57.09,318861.6970210135,-9601.69165705498,0.13661736288397047,2.5436291215850053
11-29-2022_14.57.09,315038.0989316201,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.57.09,326479.17580701504,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.57.10,309110.5333024168,-9601.69165705498,0.13623744808173474,0.0
11-29-2022_14.58.38,316772.56828643644,-9601.69165705498,0.13661736288397047,3.050562255056723
11-29-2022_14.58.38,326479.17580701504,-9601.69165705498,0.13661736288397047,3.050562255056723
11-29-2022_14.58.38,309110.5333024168,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.38,309110.5333024168,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.38,318485.2369300796,-9601.69165705498,0.13623744808173474,0.0
11-29-2022_14.58.39,316772.56828643644,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.39,314666.59173948376,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.39,323056.80230254325,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.39,326479.17580701504,-9601.69165705498,0.13661736288397047,3.050562255056723
11-29-2022_14.58.39,312946.50369322416,-9601.69165705498,0.13661736288397047,3.050562255056723
11-29-2022_14.58.39,316772.56828643644,-9601.69165705498,0.13661736288397047,3.050562255056723
11-29-2022_14.58.39,324394.9800800757,-9601.69165705498,0.13661736288397047,3.050562255056723
11-29-2022_14.58.39,320588.7270820536,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.39,306999.58396550664,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.39,322675.38931281184,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.40,326479.17580701504,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.40,312946.50369322416,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.40,318861.6970210135,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.40,322675.38931281184,-9601.69165705498,0.13623744808173474,3.0515581944152137
11-29-2022_14.58.40,314666.59173948376,-9601.69165705498,0.13661736288397047,3.0515581944152137
11-29-2022_14.58.40,310838.0407512928,-9601.69165705498,0.15515720523307439,3.0515581944152137
11-29-2022_14.58.40,322675.38931281184,-9601.69165705498,0.13661736288397047,3.0515581944152137
11-29-2022_14.58.40,326092.809918486,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.40,315038.0989316201,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.40,314666.59173948376,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.41,326479.17580701504,-9601.69165705498,0.13623744808173474,0.0
11-29-2022_14.58.41,305264.6571140142,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.41,312946.50369322416,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.41,328191.3272805026,-9601.69165705498,0.13623744808173474,3.0515581944152137
11-29-2022_14.58.41,316772.56828643644,-9601.69165705498,0.13661736288397047,3.0515581944152137
11-29-2022_14.58.41,316772.56828643644,-9601.69165705498,0.15515720523307439,3.0515581944152137
11-29-2022_14.58.41,318485.2369300796,-9601.69165705498,0.13661736288397047,3.0515581944152137
11-29-2022_14.58.41,324394.9800800757,-9601.69165705498,0.13623744808173474,0.0
11-29-2022_14.58.41,310838.0407512928,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.41,314666.59173948376,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.42,330273.0565036231,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.42,312946.50369322416,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.42,316772.56828643644,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.42,320588.7270820536,-9601.69165705498,0.13661736288397047,3.0515581944152137
11-29-2022_14.58.42,322675.38931281184,-9601.69165705498,0.13661736288397047,3.0515581944152137
11-29-2022_14.58.42,315038.0989316201,-9601.69165705498,0.15515720523307439,3.0515581944152137
11-29-2022_14.58.42,318861.6970210135,-9601.69165705498,0.13661736288397047,3.0515581944152137
11-29-2022_14.58.42,330273.0565036231,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.42,315038.0989316201,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.42,317146.56187355146,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.43,326479.17580701504,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.43,322675.38931281184,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.43,311204.59504463157,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.43,318861.6970210135,-9601.69165705498,0.13661736288397047,3.0525541337737043
11-29-2022_14.58.43,328580.1795640103,-9601.69165705498,0.13661736288397047,3.0525541337737043
11-29-2022_14.58.43,312946.50369322416,-9601.69165705498,0.13661736288397047,3.0525541337737043
11-29-2022_14.58.43,317146.56187355146,-9601.69165705498,0.15515720523307439,3.0525541337737043
11-29-2022_14.58.43,328580.1795640103,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.43,315038.0989316201,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.43,315038.0989316201,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.44,320588.7270820536,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.44,326479.17580701504,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.44,315038.0989316201,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.44,318861.6970210135,-9601.69165705498,0.13661736288397047,3.0525541337737043
11-29-2022_14.58.44,324394.9800800757,-9601.69165705498,0.13661736288397047,3.0525541337737043
11-29-2022_14.58.44,306999.58396550664,-9601.69165705498,0.13661736288397047,3.0525541337737043
11-29-2022_14.58.44,311204.59504463157,-9601.69165705498,0.15515720523307439,3.0525541337737043
11-29-2022_14.58.44,318485.2369300796,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.44,320588.7270820536,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.44,315038.0989316201,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.45,320967.67356796615,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.45,324394.9800800757,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.45,309110.5333024168,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.45,306999.58396550664,-9601.69165705498,0.15515720523307439,3.0525541337737043
11-29-2022_14.58.45,322293.9763230803,-9601.69165705498,0.13661736288397047,3.0525541337737043
11-29-2022_14.58.45,318485.2369300796,-9601.69165705498,0.13661736288397047,3.0525541337737043
11-29-2022_14.58.45,316772.56828643644,-9601.69165705498,0.15515720523307439,3.0525541337737043
11-29-2022_14.58.45,322675.38931281184,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.45,324394.9800800757,-9601.69165705498,0.13623744808173474,0.0
11-29-2022_14.58.45,310838.0407512928,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.46,312946.50369322416,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.46,324394.9800800757,-9601.69165705498,0.13623744808173474,0.0
11-29-2022_14.58.46,318485.2369300796,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.46,312946.50369322416,-9601.69165705498,0.15515720523307439,3.053550073132195
11-29-2022_14.58.46,320588.7270820536,-9601.69165705498,0.13661736288397047,3.053550073132195
11-29-2022_14.58.46,322293.9763230803,-9601.69165705498,0.13623744808173474,3.053550073132195
11-29-2022_14.58.46,312946.50369322416,-9601.69165705498,0.13661736288397047,3.053550073132195
11-29-2022_14.58.46,315038.0989316201,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.46,324394.9800800757,-9601.69165705498,0.13623744808173474,0.0
11-29-2022_14.58.46,314666.59173948376,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.47,317146.56187355146,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.47,322675.38931281184,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.47,320588.7270820536,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.47,311204.59504463157,-9601.69165705498,0.15515720523307439,3.053550073132195
11-29-2022_14.58.47,312946.50369322416,-9601.69165705498,0.13661736288397047,3.053550073132195
11-29-2022_14.58.47,326479.17580701504,-9601.69165705498,0.13661736288397047,3.053550073132195
11-29-2022_14.58.47,315038.0989316201,-9601.69165705498,0.13661736288397047,3.053550073132195
11-29-2022_14.58.47,320967.67356796615,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.47,328580.1795640103,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.47,309110.5333024168,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.47,311204.59504463157,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.48,320588.7270820536,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.48,316772.56828643644,-9601.69165705498,0.13623744808173474,0.0
11-29-2022_14.58.48,312946.50369322416,-9601.69165705498,0.13661736288397047,3.053550073132195
11-29-2022_14.58.48,320967.67356796615,-9601.69165705498,0.15515720523307439,3.053550073132195
11-29-2022_14.58.48,324394.9800800757,-9601.69165705498,0.13661736288397047,3.053550073132195
11-29-2022_14.58.48,311204.59504463157,-9601.69165705498,0.13661736288397047,3.053550073132195
11-29-2022_14.58.48,311204.59504463157,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.48,324394.9800800757,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.48,316772.56828643644,-9601.69165705498,0.13623744808173474,0.0
11-29-2022_14.58.48,316772.56828643644,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.49,326865.54169554403,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.49,324394.9800800757,-9601.69165705498,0.13623744808173474,0.0
11-29-2022_14.58.49,312946.50369322416,-9601.69165705498,0.13661736288397047,3.0545460124906856
11-29-2022_14.58.49,312946.50369322416,-9601.69165705498,0.15515720523307439,3.0545460124906856
11-29-2022_14.58.49,318485.2369300796,-9601.69165705498,0.13661736288397047,3.0545460124906856
11-29-2022_14.58.49,318485.2369300796,-9601.69165705498,0.13661736288397047,3.0545460124906856
11-29-2022_14.58.49,317146.56187355146,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.49,324778.8794647858,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.49,326479.17580701504,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.49,312946.50369322416,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.50,312946.50369322416,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.50,322675.38931281184,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.50,309110.5333024168,-9601.69165705498,0.13661736288397047,3.0545460124906856
11-29-2022_14.58.50,316772.56828643644,-9601.69165705498,0.15515720523307439,3.0545460124906856
11-29-2022_14.58.50,326479.17580701504,-9601.69165705498,0.15515720523307439,3.0545460124906856
11-29-2022_14.58.50,316772.56828643644,-9601.69165705498,0.13661736288397047,3.0545460124906856
11-29-2022_14.58.50,315038.0989316201,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.50,322675.38931281184,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.50,324394.9800800757,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.50,312946.50369322416,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.51,315038.0989316201,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.51,326479.17580701504,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.51,322675.38931281184,-9601.69165705498,0.13661736288397047,3.0545460124906856
11-29-2022_14.58.51,316772.56828643644,-9601.69165705498,0.13661736288397047,3.0545460124906856
11-29-2022_14.58.51,318861.6970210135,-9601.69165705498,0.15515720523307439,3.0545460124906856
11-29-2022_14.58.51,324394.9800800757,-9601.69165705498,0.13661736288397047,3.0545460124906856
11-29-2022_14.58.51,312946.50369322416,-9601.69165705498,0.13661736288397047,3.0545460124906856
11-29-2022_14.58.51,316772.56828643644,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.51,328580.1795640103,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.51,322675.38931281184,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.52,311204.59504463157,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.52,318861.6970210135,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.52,326479.17580701504,-9601.69165705498,0.13661736288397047,3.055541951849176
11-29-2022_14.58.52,306999.58396550664,-9601.69165705498,0.13661736288397047,3.055541951849176
11-29-2022_14.58.52,318861.6970210135,-9601.69165705498,0.15515720523307439,3.055541951849176
11-29-2022_14.58.52,326479.17580701504,-9601.69165705498,0.13661736288397047,3.055541951849176
11-29-2022_14.58.52,315038.0989316201,-9601.69165705498,0.13661736288397047,3.055541951849176
11-29-2022_14.58.52,312946.50369322416,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.52,320588.7270820536,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.52,322675.38931281184,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.53,312946.50369322416,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.53,318861.6970210135,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.53,324394.9800800757,-9601.69165705498,0.13661736288397047,3.055541951849176
11-29-2022_14.58.53,317146.56187355146,-9601.69165705498,0.13661736288397047,3.055541951849176
11-29-2022_14.58.53,311204.59504463157,-9601.69165705498,0.15515720523307439,3.055541951849176
11-29-2022_14.58.53,320588.7270820536,-9601.69165705498,0.13661736288397047,3.055541951849176
11-29-2022_14.58.53,315038.0989316201,-9601.69165705498,0.13623744808173474,3.055541951849176
11-29-2022_14.58.53,305264.6571140142,-9601.69165705498,0.13623744808173474,0.0
11-29-2022_14.58.53,320588.7270820536,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.53,324394.9800800757,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.54,304905.52222329186,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.54,316772.56828643644,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.54,320588.7270820536,-9601.69165705498,0.13661736288397047,3.055541951849176
11-29-2022_14.58.54,318485.2369300796,-9601.69165705498,0.13623744808173474,3.055541951849176
11-29-2022_14.58.54,315038.0989316201,-9601.69165705498,0.15515720523307439,3.055541951849176
11-29-2022_14.58.54,320588.7270820536,-9601.69165705498,0.13661736288397047,3.055541951849176
11-29-2022_14.58.54,316398.5746993214,-9601.69165705498,0.13623744808173474,3.055541951849176
11-29-2022_14.58.54,310838.0407512928,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.54,314666.59173948376,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.54,326092.809918486,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.55,309110.5333024168,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.55,314666.59173948376,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.55,322293.9763230803,-9601.69165705498,0.13661736288397047,3.056537891207667
11-29-2022_14.58.55,320588.7270820536,-9601.69165705498,0.13661736288397047,3.056537891207667
11-29-2022_14.58.55,312946.50369322416,-9601.69165705498,0.13661736288397047,3.056537891207667
11-29-2022_14.58.55,324778.8794647858,-9601.69165705498,0.15515720523307439,3.056537891207667
11-29-2022_14.58.55,326479.17580701504,-9601.69165705498,0.13661736288397047,3.056537891207667
11-29-2022_14.58.55,315038.0989316201,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.55,312946.50369322416,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.55,326479.17580701504,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.56,320588.7270820536,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.56,312946.50369322416,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.56,320588.7270820536,-9601.69165705498,0.13661736288397047,3.056537891207667
11-29-2022_14.58.56,324394.9800800757,-9601.69165705498,0.13623744808173474,3.056537891207667
11-29-2022_14.58.56,309110.5333024168,-9601.69165705498,0.13661736288397047,3.056537891207667
11-29-2022_14.58.56,314666.59173948376,-9601.69165705498,0.15515720523307439,3.056537891207667
11-29-2022_14.58.56,324394.9800800757,-9601.69165705498,0.13661736288397047,3.056537891207667
11-29-2022_14.58.56,312946.50369322416,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.56,315038.0989316201,-9601.69165705498,0.15515720523307439,0.0
11-29-2022_14.58.56,316772.56828643644,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.57,316772.56828643644,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.57,312946.50369322416,-9601.69165705498,0.13661736288397047,0.0
11-29-2022_14.58.57,320967.67356796615,-9601.69165705498,0.15515720523307439,3.056537891207667
11-29-2022_14.58.57,330273.0565036231,-9601.69165705498,0.15515720523307439,3.056537891207667
11-29-2022_14.58.57,311204.59504463157,-9601.69165705498,0.13661736288397047,3.056537891207667
11-29-2022_14.58.57,316772.56828643644,-9601.69165705498,0.15515720523307439,3.056537891207667
11-29-2022_14.58.57,328580.1795640103,-9601.69165705498,0.15515720523307439,3.056537891207667
11-29-2022_14.58.57,318861.6970210135,-9601.69165705498,0.13661736288397047,0.0
