Time,0x180600fd_0b0,0x180601fd_4_5
11-15-2022_21.08.06,0,9334
11-15-2022_21.08.06,0,9294
11-15-2022_21.08.06,0,9334
11-15-2022_21.08.06,0,9294
11-15-2022_21.08.07,0,9294
11-15-2022_21.08.07,0,9324
11-15-2022_21.08.07,0,9284
11-15-2022_21.08.07,0,9304
11-15-2022_21.08.07,0,8985
11-15-2022_21.08.07,0,8457
11-15-2022_21.08.07,0,8129
11-15-2022_21.08.07,0,7989
11-15-2022_21.08.07,0,7810
11-15-2022_21.08.07,0,7521
11-15-2022_21.08.08,0,7332
11-15-2022_21.08.08,0,7133
11-15-2022_21.08.08,0,6913
11-15-2022_21.08.08,0,6704
11-15-2022_21.08.08,0,6515
11-15-2022_21.08.08,0,6505
11-15-2022_21.08.08,0,6525
11-15-2022_21.08.08,0,6525
11-15-2022_21.08.08,0,6515
11-15-2022_21.08.08,0,6505
11-15-2022_21.08.09,1,6515
11-15-2022_21.08.09,1,6535
11-15-2022_21.08.09,1,6545
11-15-2022_21.08.09,1,6505
11-15-2022_21.08.09,1,6515
11-15-2022_21.08.09,1,6525
11-15-2022_21.08.09,1,6505
11-15-2022_21.08.09,1,6525
11-15-2022_21.08.09,1,6515
11-15-2022_21.08.09,1,6525
11-15-2022_21.08.10,1,6515
11-15-2022_21.08.10,1,6535
11-15-2022_21.08.10,1,6525
11-15-2022_21.08.10,1,6525
11-15-2022_21.08.10,1,6505
11-15-2022_21.08.10,1,6525
11-15-2022_21.08.10,1,6505
11-15-2022_21.08.10,1,6525
11-15-2022_21.08.10,1,6515
11-15-2022_21.08.10,1,6515
11-15-2022_21.08.11,1,6515
11-15-2022_21.08.11,1,6525
11-15-2022_21.08.11,1,6545
11-15-2022_21.08.11,1,6515
11-15-2022_21.08.11,1,6525
11-15-2022_21.08.11,1,6525
11-15-2022_21.08.11,1,6535
11-15-2022_21.08.11,1,6555
11-15-2022_21.08.11,1,6505
11-15-2022_21.08.11,1,6525
11-15-2022_21.08.12,1,6515
11-15-2022_21.08.12,1,6515
11-15-2022_21.08.12,1,6515
11-15-2022_21.08.12,1,6525
11-15-2022_21.08.12,1,6535
11-15-2022_21.08.12,1,6525
11-15-2022_21.08.12,1,6525
11-15-2022_21.08.12,1,6515
11-15-2022_21.08.12,1,6525
11-15-2022_21.08.12,1,6525
11-15-2022_21.08.13,1,6525
11-15-2022_21.08.13,1,6525
11-15-2022_21.08.13,1,6525
11-15-2022_21.08.13,1,6525
11-15-2022_21.08.13,1,6535
11-15-2022_21.08.13,1,6644
11-15-2022_21.08.13,1,6933
11-15-2022_21.08.13,1,7322
11-15-2022_21.08.13,1,7690
11-15-2022_21.08.13,1,8049
11-15-2022_21.08.14,1,8706
11-15-2022_21.08.14,1,9872
11-15-2022_21.08.14,1,10908
11-15-2022_21.08.14,1,11834
11-15-2022_21.08.14,1,12920
11-15-2022_21.08.14,1,15051
11-15-2022_21.08.14,1,16924
11-15-2022_21.08.14,1,18179
11-15-2022_21.08.14,1,19514
11-15-2022_21.08.14,1,20391
11-15-2022_21.08.15,1,20550
11-15-2022_21.08.15,1,20550
11-15-2022_21.08.15,1,20600
11-15-2022_21.08.15,1,20470
11-15-2022_21.08.15,1,20560
11-15-2022_21.08.15,1,20540
11-15-2022_21.08.15,1,20540
11-15-2022_21.08.15,1,20550
11-15-2022_21.08.15,1,20540
11-15-2022_21.08.15,1,20570
11-15-2022_21.08.16,1,20520
11-15-2022_21.08.16,1,20530
11-15-2022_21.08.16,1,20570
11-15-2022_21.08.16,1,20600
11-15-2022_21.08.16,1,20530
11-15-2022_21.08.16,1,20540
11-15-2022_21.08.16,1,20530
11-15-2022_21.08.16,1,20540
11-15-2022_21.08.16,1,20540
11-15-2022_21.08.16,1,20460
11-15-2022_21.08.17,1,20540
11-15-2022_21.08.17,1,20391
11-15-2022_21.08.17,1,20520
11-15-2022_21.08.17,1,20520
11-15-2022_21.08.17,1,20560
11-15-2022_21.08.17,1,20490
11-15-2022_21.08.17,1,20510
11-15-2022_21.08.17,1,20510
11-15-2022_21.08.17,1,20510
11-15-2022_21.08.17,1,20550
11-15-2022_21.08.18,1,20500
11-15-2022_21.08.18,1,20510
11-15-2022_21.08.18,1,20550
11-15-2022_21.08.18,1,20520
11-15-2022_21.08.18,1,20520
11-15-2022_21.08.18,1,20520
11-15-2022_21.08.18,1,20500
11-15-2022_21.08.18,1,20480
11-15-2022_21.08.18,1,20122
11-15-2022_21.08.18,1,19255
11-15-2022_21.08.19,1,17751
11-15-2022_21.08.19,1,16147
11-15-2022_21.08.19,1,15400
11-15-2022_21.08.19,1,15350
11-15-2022_21.08.19,1,15390
11-15-2022_21.08.19,1,15350
11-15-2022_21.08.19,1,15370
11-15-2022_21.08.19,1,15350
11-15-2022_21.08.19,1,15390
11-15-2022_21.08.19,1,15350
11-15-2022_21.08.20,1,15390
11-15-2022_21.08.20,1,15370
11-15-2022_21.08.20,1,15390
11-15-2022_21.08.20,1,15350
11-15-2022_21.08.20,1,15390
11-15-2022_21.08.20,1,15350
11-15-2022_21.08.20,1,15360
11-15-2022_21.08.20,1,15340
11-15-2022_21.08.20,1,15350
11-15-2022_21.08.20,1,15360
11-15-2022_21.08.21,1,15370
11-15-2022_21.08.21,1,15350
11-15-2022_21.08.21,1,15370
11-15-2022_21.08.21,1,15400
11-15-2022_21.08.21,1,15350
11-15-2022_21.08.21,1,15350
11-15-2022_21.08.21,1,15360
11-15-2022_21.08.21,1,15390
11-15-2022_21.08.21,1,15360
11-15-2022_21.08.21,1,15350
11-15-2022_21.08.22,1,15281
11-15-2022_21.08.22,1,14862
11-15-2022_21.08.22,1,13647
11-15-2022_21.08.22,1,12442
11-15-2022_21.08.22,1,12103
11-15-2022_21.08.22,1,12063
11-15-2022_21.08.22,1,12053
11-15-2022_21.08.22,1,12083
11-15-2022_21.08.22,1,12003
11-15-2022_21.08.22,1,12063
11-15-2022_21.08.23,1,12073
11-15-2022_21.08.23,1,12053
11-15-2022_21.08.23,1,12083
11-15-2022_21.08.23,1,11984
11-15-2022_21.08.23,1,12083
11-15-2022_21.08.23,0,12053
11-15-2022_21.08.23,0,12053
11-15-2022_21.08.23,0,12053
11-15-2022_21.08.23,0,12063
11-15-2022_21.08.23,0,12053
11-15-2022_21.08.24,0,12063
11-15-2022_21.08.24,0,12063
11-15-2022_21.08.24,0,12063
11-15-2022_21.08.24,0,12053
11-15-2022_21.08.24,0,12063
11-15-2022_21.08.24,0,12073
11-15-2022_21.08.24,0,12053
11-15-2022_21.08.24,0,12103
11-15-2022_21.08.24,0,12063
11-15-2022_21.08.24,0,12053
11-15-2022_21.08.25,0,12053
11-15-2022_21.08.25,0,12133
11-15-2022_21.08.25,0,13318
11-15-2022_21.08.25,0,16257
11-15-2022_21.08.25,0,21606
11-15-2022_21.08.25,0,24973
11-15-2022_21.08.25,0,24953
11-15-2022_21.08.25,0,25072
11-15-2022_21.08.25,0,25072
11-15-2022_21.08.25,0,25092
11-15-2022_21.08.26,0,25022
11-15-2022_21.08.26,0,25072
11-15-2022_21.08.26,0,25142
11-15-2022_21.08.26,0,24923
11-15-2022_21.08.26,0,25132
11-15-2022_21.08.26,0,24963
11-15-2022_21.08.26,0,25072
11-15-2022_21.08.26,0,25052
11-15-2022_21.08.26,0,25072
11-15-2022_21.08.26,0,25062
11-15-2022_21.08.27,1,25072
11-15-2022_21.08.27,1,25062
11-15-2022_21.08.27,1,25062
11-15-2022_21.08.27,1,25072
11-15-2022_21.08.27,1,25042
11-15-2022_21.08.27,1,25062
11-15-2022_21.08.27,1,25082
11-15-2022_21.08.27,1,25082
11-15-2022_21.08.27,1,25062
11-15-2022_21.08.27,1,25062
11-15-2022_21.08.28,1,25152
11-15-2022_21.08.28,1,25072
11-15-2022_21.08.28,1,25052
11-15-2022_21.08.28,1,25152
11-15-2022_21.08.28,1,25042
11-15-2022_21.08.28,1,25052
11-15-2022_21.08.28,1,25072
11-15-2022_21.08.28,1,24953
11-15-2022_21.08.28,1,25072
11-15-2022_21.08.28,1,25042
11-15-2022_21.08.29,1,25072
11-15-2022_21.08.29,1,25032
11-15-2022_21.08.29,1,25062
11-15-2022_21.08.29,1,25092
11-15-2022_21.08.29,1,25032
11-15-2022_21.08.29,1,24992
11-15-2022_21.08.29,1,25062
11-15-2022_21.08.29,1,25042
11-15-2022_21.08.29,1,25042
11-15-2022_21.08.29,1,25092
11-15-2022_21.08.30,1,25092
11-15-2022_21.08.30,1,25062
11-15-2022_21.08.30,1,25082
11-15-2022_21.08.30,1,25092
11-15-2022_21.08.30,1,25082
11-15-2022_21.08.30,0,25092
11-15-2022_21.08.30,0,25082
11-15-2022_21.08.30,0,25082
11-15-2022_21.08.30,0,25072
11-15-2022_21.08.30,0,25112
11-15-2022_21.08.31,0,25002
11-15-2022_21.08.31,0,25082
11-15-2022_21.08.31,0,24903
11-15-2022_21.08.31,0,23867
11-15-2022_21.08.31,0,21745
11-15-2022_21.08.31,0,19534
11-15-2022_21.08.31,0,17044
11-15-2022_21.08.31,0,14195
11-15-2022_21.08.31,0,12242
11-15-2022_21.08.31,0,10848
11-15-2022_21.08.32,0,9473
11-15-2022_21.08.32,0,8497
11-15-2022_21.08.32,0,8378
11-15-2022_21.08.32,0,8408
11-15-2022_21.08.32,0,8417
11-15-2022_21.08.32,0,8457
11-15-2022_21.08.32,0,8408
11-15-2022_21.08.32,0,8437
11-15-2022_21.08.32,0,8398
11-15-2022_21.08.32,0,8408
11-15-2022_21.08.33,0,8398
11-15-2022_21.08.33,0,8427
11-15-2022_21.08.33,0,8368
11-15-2022_21.08.33,0,8457
11-15-2022_21.08.33,0,8398
11-15-2022_21.08.33,0,8427
11-15-2022_21.08.33,0,8437
11-15-2022_21.08.33,0,8417
11-15-2022_21.08.33,0,8408
11-15-2022_21.08.33,0,8378
11-15-2022_21.08.34,1,8427
11-15-2022_21.08.34,1,8427
11-15-2022_21.08.34,1,8427
11-15-2022_21.08.34,1,8408
11-15-2022_21.08.34,1,8437
11-15-2022_21.08.34,1,8437
11-15-2022_21.08.34,1,8417
11-15-2022_21.08.34,1,8388
11-15-2022_21.08.34,1,8427
11-15-2022_21.08.34,1,8427
11-15-2022_21.08.35,1,8417
11-15-2022_21.08.35,1,8378
11-15-2022_21.08.35,1,8417
11-15-2022_21.08.35,1,8457
11-15-2022_21.08.35,1,8437
11-15-2022_21.08.35,1,8417
11-15-2022_21.08.35,1,8437
11-15-2022_21.08.35,1,8457
11-15-2022_21.08.35,1,8447
11-15-2022_21.08.35,1,8437
11-15-2022_21.08.36,1,8427
11-15-2022_21.08.36,1,8417
11-15-2022_21.08.36,1,8447
11-15-2022_21.08.36,1,8398
11-15-2022_21.08.36,1,8398
11-15-2022_21.08.36,1,8408
11-15-2022_21.08.36,1,8437
11-15-2022_21.08.36,1,8417
11-15-2022_21.08.36,1,8417
11-15-2022_21.08.36,1,8417
11-15-2022_21.08.37,1,8457
11-15-2022_21.08.37,1,8417
11-15-2022_21.08.37,1,8417
11-15-2022_21.08.37,1,8417
11-15-2022_21.08.37,1,8408
11-15-2022_21.08.37,0,8427
11-15-2022_21.08.37,0,8417
11-15-2022_21.08.37,0,8368
11-15-2022_21.08.37,0,8417
11-15-2022_21.08.37,0,8437
11-15-2022_21.08.38,0,8417
11-15-2022_21.08.38,0,8408
11-15-2022_21.08.38,0,8398
11-15-2022_21.08.38,0,8427
11-15-2022_21.08.38,0,8417
11-15-2022_21.08.38,0,8228
11-15-2022_21.08.38,0,7780
11-15-2022_21.08.38,0,7372
11-15-2022_21.08.38,0,7162
11-15-2022_21.08.38,0,7133
11-15-2022_21.08.39,0,7113
11-15-2022_21.08.39,0,7103
11-15-2022_21.08.39,0,7123
11-15-2022_21.08.39,0,7103
11-15-2022_21.08.39,0,7113
11-15-2022_21.08.39,0,7133
11-15-2022_21.08.39,0,7123
11-15-2022_21.08.39,1,7103
11-15-2022_21.08.39,1,7113
11-15-2022_21.08.39,1,7133
11-15-2022_21.08.40,1,7113
11-15-2022_21.08.40,1,7103
11-15-2022_21.08.40,1,7123
11-15-2022_21.08.40,1,7123
11-15-2022_21.08.40,1,7123
11-15-2022_21.08.40,1,7123
11-15-2022_21.08.40,1,7113
11-15-2022_21.08.40,1,7133
11-15-2022_21.08.40,1,7123
11-15-2022_21.08.40,1,7113
11-15-2022_21.08.41,1,7113
11-15-2022_21.08.41,1,7103
11-15-2022_21.08.41,1,7133
11-15-2022_21.08.41,1,7162
11-15-2022_21.08.41,1,7133
11-15-2022_21.08.41,1,7093
11-15-2022_21.08.41,1,7103
11-15-2022_21.08.41,0,7133
11-15-2022_21.08.41,0,7133
11-15-2022_21.08.41,0,7113
11-15-2022_21.08.42,0,7123
11-15-2022_21.08.42,0,7103
11-15-2022_21.08.42,0,7113
11-15-2022_21.08.42,0,7123
11-15-2022_21.08.42,0,7093
11-15-2022_21.08.42,0,7123
11-15-2022_21.08.42,0,7133
11-15-2022_21.08.42,0,7123
11-15-2022_21.08.42,0,7113
11-15-2022_21.08.42,0,7113
11-15-2022_21.08.43,0,7113
11-15-2022_21.08.43,0,7113
11-15-2022_21.08.43,0,7113
11-15-2022_21.08.43,0,7123
11-15-2022_21.08.43,0,7113
11-15-2022_21.08.43,0,7133
11-15-2022_21.08.43,0,7113
11-15-2022_21.08.43,0,7113
11-15-2022_21.08.43,0,7123
11-15-2022_21.08.43,0,7123
11-15-2022_21.08.44,0,7103
11-15-2022_21.08.44,0,7123
11-15-2022_21.08.44,0,7113
11-15-2022_21.08.44,0,7113
11-15-2022_21.08.44,0,7093
11-15-2022_21.08.44,0,7133
11-15-2022_21.08.44,0,7113
11-15-2022_21.08.44,0,7123
11-15-2022_21.08.44,0,7123
11-15-2022_21.08.44,0,7073
11-15-2022_21.08.45,0,7113
11-15-2022_21.08.45,0,7103
11-15-2022_21.08.45,0,7093
11-15-2022_21.08.45,0,7083
11-15-2022_21.08.45,0,7073
11-15-2022_21.08.45,0,6893
11-15-2022_21.08.45,0,6664
11-15-2022_21.08.45,0,6585
11-15-2022_21.08.45,0,6545
11-15-2022_21.08.45,0,6525
11-15-2022_21.08.46,0,6495
11-15-2022_21.08.46,0,6495
11-15-2022_21.08.46,0,6495
11-15-2022_21.08.46,0,6485
11-15-2022_21.08.46,0,6485
11-15-2022_21.08.46,0,6495
11-15-2022_21.08.46,0,6495
11-15-2022_21.08.46,0,6495
11-15-2022_21.08.46,0,6485
11-15-2022_21.08.46,1,6465
11-15-2022_21.08.47,1,6495
11-15-2022_21.08.47,1,6485
11-15-2022_21.08.47,1,6475
11-15-2022_21.08.47,1,6505
11-15-2022_21.08.47,1,6475
11-15-2022_21.08.47,1,6505
11-15-2022_21.08.47,1,6505
11-15-2022_21.08.47,1,6495
11-15-2022_21.08.47,1,6495
11-15-2022_21.08.47,1,6475
11-15-2022_21.08.48,1,6515
11-15-2022_21.08.48,1,6475
11-15-2022_21.08.48,1,6475
11-15-2022_21.08.48,1,6495
11-15-2022_21.08.48,1,6495
11-15-2022_21.08.48,1,6475
11-15-2022_21.08.48,1,6465
11-15-2022_21.08.48,1,6485
11-15-2022_21.08.48,1,6515
11-15-2022_21.08.48,1,6475
11-15-2022_21.08.49,1,6485
11-15-2022_21.08.49,0,6505
11-15-2022_21.08.49,0,6465
11-15-2022_21.08.49,0,6505
11-15-2022_21.08.49,0,6495
11-15-2022_21.08.49,0,6475
11-15-2022_21.08.49,0,6485
11-15-2022_21.08.49,0,6505
11-15-2022_21.08.49,0,6485
11-15-2022_21.08.49,0,6465
11-15-2022_21.08.50,0,6485
11-15-2022_21.08.50,0,6465
11-15-2022_21.08.50,0,6505
11-15-2022_21.08.50,0,6495
11-15-2022_21.08.50,0,6505
11-15-2022_21.08.50,0,6485
11-15-2022_21.08.50,0,6505
11-15-2022_21.08.50,0,6475
11-15-2022_21.08.50,0,6495
11-15-2022_21.08.50,0,6455
11-15-2022_21.08.51,0,6495
11-15-2022_21.08.51,0,6495
11-15-2022_21.08.51,0,6495
11-15-2022_21.08.51,0,6495
11-15-2022_21.08.51,0,6455
11-15-2022_21.08.51,0,6545
11-15-2022_21.08.51,0,6794
11-15-2022_21.08.51,0,7292
11-15-2022_21.08.51,0,7890
11-15-2022_21.08.51,0,8248
11-15-2022_21.08.52,0,8288
11-15-2022_21.08.52,0,8298
11-15-2022_21.08.52,0,8318
11-15-2022_21.08.52,0,8358
11-15-2022_21.08.52,0,8268
11-15-2022_21.08.52,0,8318
11-15-2022_21.08.52,0,8338
11-15-2022_21.08.52,0,8288
11-15-2022_21.08.52,0,8338
11-15-2022_21.08.52,0,8318
11-15-2022_21.08.53,0,8308
11-15-2022_21.08.53,0,8358
11-15-2022_21.08.53,0,8318
11-15-2022_21.08.53,0,8328
11-15-2022_21.08.53,0,8308
11-15-2022_21.08.53,0,8338
11-15-2022_21.08.53,0,8338
11-15-2022_21.08.53,0,8308
11-15-2022_21.08.53,0,8318
11-15-2022_21.08.53,0,8298
11-15-2022_21.08.54,0,8318
11-15-2022_21.08.54,1,8348
11-15-2022_21.08.54,1,8318
11-15-2022_21.08.54,1,8298
11-15-2022_21.08.54,1,8288
11-15-2022_21.08.54,1,8348
11-15-2022_21.08.54,1,8328
11-15-2022_21.08.54,1,8298
11-15-2022_21.08.54,1,8358
11-15-2022_21.08.54,1,8338
11-15-2022_21.08.55,1,8338
11-15-2022_21.08.55,1,8308
11-15-2022_21.08.55,1,8308
11-15-2022_21.08.55,1,8288
11-15-2022_21.08.55,1,8318
11-15-2022_21.08.55,1,8308
11-15-2022_21.08.55,1,8298
11-15-2022_21.08.55,1,8338
11-15-2022_21.08.55,1,8348
11-15-2022_21.08.55,1,8338
11-15-2022_21.08.56,1,8328
11-15-2022_21.08.56,1,8308
11-15-2022_21.08.56,1,8288
11-15-2022_21.08.56,1,8318
11-15-2022_21.08.56,1,8318
11-15-2022_21.08.56,1,8298
11-15-2022_21.08.56,1,8358
11-15-2022_21.08.56,1,8348
11-15-2022_21.08.56,1,8328
11-15-2022_21.08.56,1,8318
11-15-2022_21.08.57,1,8368
11-15-2022_21.08.57,0,8338
11-15-2022_21.08.57,0,8298
11-15-2022_21.08.57,0,8328
11-15-2022_21.08.57,0,8278
11-15-2022_21.08.57,0,8328
11-15-2022_21.08.57,0,8318
11-15-2022_21.08.57,0,8278
11-15-2022_21.08.57,0,8328
11-15-2022_21.08.57,0,8338
11-15-2022_21.08.58,0,8308
11-15-2022_21.08.58,0,8318
11-15-2022_21.08.58,0,8328
11-15-2022_21.08.58,0,8328
11-15-2022_21.08.58,0,8328
11-15-2022_21.08.58,0,8318
11-15-2022_21.08.58,0,8318
11-15-2022_21.08.58,0,8338
11-15-2022_21.08.58,0,8328
11-15-2022_21.08.58,0,8328
11-15-2022_21.08.58,0,8268
11-15-2022_21.08.59,0,8308
11-15-2022_21.08.59,0,8328
11-15-2022_21.08.59,0,8328
11-15-2022_21.08.59,0,8268
11-15-2022_21.08.59,0,8318
11-15-2022_21.08.59,0,8328
11-15-2022_21.08.59,0,8318
11-15-2022_21.08.59,0,8318
11-15-2022_21.08.59,0,8288
11-15-2022_21.08.59,0,8328
11-15-2022_21.09.00,0,8328
11-15-2022_21.09.00,0,8358
11-15-2022_21.09.00,0,8298
11-15-2022_21.09.00,0,8358
11-15-2022_21.09.00,0,8298
11-15-2022_21.09.00,0,8338
11-15-2022_21.09.00,0,8298
11-15-2022_21.09.00,0,8288
11-15-2022_21.09.00,0,8328
11-15-2022_21.09.00,0,8308
11-15-2022_21.09.01,0,8308
11-15-2022_21.09.01,0,8328
11-15-2022_21.09.01,0,8308
11-15-2022_21.09.01,0,8318
11-15-2022_21.09.01,0,8328
11-15-2022_21.09.01,0,8318
11-15-2022_21.09.01,0,8318
11-15-2022_21.09.01,0,8338
11-15-2022_21.09.01,0,8348
11-15-2022_21.09.01,0,8318
11-15-2022_21.09.02,0,8348
11-15-2022_21.09.02,0,8308
11-15-2022_21.09.02,0,8328
11-15-2022_21.09.02,0,8328
11-15-2022_21.09.02,0,8318
11-15-2022_21.09.02,0,8318
11-15-2022_21.09.02,0,8318
11-15-2022_21.09.02,0,8318
11-15-2022_21.09.02,0,8308
11-15-2022_21.09.02,0,8318
11-15-2022_21.09.03,0,8348
11-15-2022_21.09.03,0,8338
11-15-2022_21.09.03,0,8338
11-15-2022_21.09.03,0,8318
11-15-2022_21.09.03,0,8318
11-15-2022_21.09.03,0,8348
11-15-2022_21.09.03,0,8318
11-15-2022_21.09.03,0,8318
11-15-2022_21.09.03,0,8298
11-15-2022_21.09.03,0,8318
11-15-2022_21.09.04,0,8318
11-15-2022_21.09.04,0,8318
11-15-2022_21.09.04,0,8288
11-15-2022_21.09.04,0,8328
11-15-2022_21.09.04,0,8308
11-15-2022_21.09.04,0,8318
11-15-2022_21.09.04,0,8318
11-15-2022_21.09.04,0,8298
11-15-2022_21.09.04,0,8308
11-15-2022_21.09.04,0,8278
11-15-2022_21.09.05,0,8338
11-15-2022_21.09.05,0,8318
11-15-2022_21.09.05,0,8298
11-15-2022_21.09.05,0,8318
11-15-2022_21.09.05,0,8328
11-15-2022_21.09.05,0,8318
11-15-2022_21.09.05,0,8338
11-15-2022_21.09.05,0,8288
11-15-2022_21.09.05,0,8318
11-15-2022_21.09.05,0,8338
11-15-2022_21.09.06,0,8318
11-15-2022_21.09.06,0,8328
11-15-2022_21.09.06,0,8318
11-15-2022_21.09.06,0,8268
11-15-2022_21.09.06,0,8298
11-15-2022_21.09.06,0,8328
11-15-2022_21.09.06,0,8278
11-15-2022_21.09.06,0,8308
11-15-2022_21.09.06,0,8318
11-15-2022_21.09.06,0,8318
11-15-2022_21.09.07,0,8338
11-15-2022_21.09.07,0,8278
11-15-2022_21.09.07,0,8358
11-15-2022_21.09.07,0,8318
11-15-2022_21.09.07,0,8318
11-15-2022_21.09.07,0,8308
11-15-2022_21.09.07,0,8328
